recordId,stoylProductRefId,fieldName,businessObjectName,description,fieldSource,fieldType,relatedBusinessObject,defaultPrompts,category,usageType
15024,5a381a8f52c57b32c0343469,"First Reported ""in"" Time for a Day",Time Day,"First ""in"" Time for the Day",Workday Delivered,DateTimeZone,,,Time Day,Default Areas
15025,5a381a8f52c57b32c0343469,"First Reported ""in"" Time for a Day - No Time Zone",Time Day,"First ""in"" time for the day. No time zone information included.",Workday Delivered,Date,,,Time Day,Default Areas
15026,5a381a8f52c57b32c0343469,"First Reported ""in"" Time for a Day with seconds - No Time Zone",Time Day,"First ""in"" time for the day. No time zone information included.",Workday Delivered,Date,,,Time Day,Default Areas
15027,5a381a8f52c57b32c0343469,First reported in time for a shift,Time Shift,"First ""in"" time for the shift.",Workday Delivered,DateTimeZone,,,Time Shift,Default Areas
15028,5a381a8f52c57b32c0343469,First reported in time for a shift - No Time Zone,Time Shift,"First ""in"" time for the shift. No time zone information included.",Workday Delivered,Date,,,Time Shift,Default Areas
15029,5a381a8f52c57b32c0343469,First reported in time for a shift with seconds - No Time Zone,Time Shift,"First ""in"" time for the shift. No time zone information included.",Workday Delivered,Date,,,Time Shift,Default Areas
15030,5a381a8f52c57b32c0343469,First Salary Band 0 to,Benefit Banded Rate,Returns the chosen upper limit of the first salary band. Note that the actual upper limit may be different if the first salary band was edited after it was created.,Workday Delivered,Currency,,,Benefits,Default Areas
15031,5a381a8f52c57b32c0343469,"First Scheduled ""In"" Time for a Calculated Day",Time Day,"The first scheduled ""in"" time for a calculated day.",Workday Delivered,DateTimeZone,,,Time Day,Default Areas
15032,5a381a8f52c57b32c0343469,"First Scheduled ""in"" Time for a Day (Old Version)",Time Day,"First scheduled ""in"" time for the day. Scheduled hours per the Worker's Work Calendar.",Workday Delivered,DateTimeZone,,,Time Day,Default Areas
15033,5a381a8f52c57b32c0343469,"First Scheduled ""in"" Time for a Day - No Time Zone (Old Version)",Time Day,"First scheduled ""in"" time for the day. Scheduled hours per the Worker's Work Calendar. No time zone included. This field will be deprecated, instead use field ""First Scheduled ""in"" Time for a Day "".",Workday Delivered,Date,,,Time Day,Default Areas
15034,5a381a8f52c57b32c0343469,First Scheduled In with time zone,Time Day,,Calculated,DateTimeZone,,,Uncategorized,Default Areas
15035,5a381a8f52c57b32c0343469,First Shift T/F,Work Schedule Block (Old Version),,Calculated,Boolean,,,Uncategorized,Default Areas
15036,5a381a8f52c57b32c0343469,First Used By Schedules / Installments Date,Milestone,First Date this milestone is used by Schedule or Installment,Workday Delivered,Date,,,Date or Time Period,Default Areas
15037,5a381a8f52c57b32c0343469,First Validation and Warning Message,Expense Report Line,,Calculated,Single instance,Validation Condition,,Uncategorized,Default Areas
15038,5a381a8f52c57b32c0343469,First Year Attended,Education,The first year in which studies took place at the school.,Workday Delivered,Date,,,Skills and Experience,Default Areas
15039,5a381a8f52c57b32c0343469,First Year Attended,Candidate Education,The first year the associated candidate attended this educational institution.,Workday Delivered,Date,,,Recruiting,Default Areas
15040,5a381a8f52c57b32c0343469,Fiscal Limit,Fiscal Limit Item,The Fiscal Limit to which this Fiscal Limit Item belongs,Workday Delivered,Single instance,Fiscal Limit,,Financial Aid,Default Areas
15041,5a381a8f52c57b32c0343469,Fiscal Limit,Fiscal Limit,This Fiscal Limit,Workday Delivered,Self referencing instance,Fiscal Limit,,Financial Aid,Default Areas
15042,5a381a8f52c57b32c0343469,Fiscal Limit Item,Fiscal Limit,The Fiscal Limit Items for this Fiscal Limit,Workday Delivered,Multi-instance,Fiscal Limit Item,,Financial Aid,Default Areas
15043,5a381a8f52c57b32c0343469,Fiscal Limit Item,Fiscal Limit Item,This Fiscal Limit Item,Workday Delivered,Self referencing instance,Fiscal Limit Item,,Financial Aid,Default Areas
15044,5a381a8f52c57b32c0343469,Fiscal Period,Statistic,Returns the fiscal period name for the statistic.,Workday Delivered,Text,,,Allocation,Default Areas
15045,5a381a8f52c57b32c0343469,Fiscal Period,Period Close,The fiscal period that is associated with the period close.,Workday Delivered,Single instance,Fiscal Period,,Period Close,Default Areas
15046,5a381a8f52c57b32c0343469,Fiscal Period,Depreciation Expense Line,Returns the fiscal period for this depreciation expense line.,Workday Delivered,Single instance,Fiscal Period,,Date or Time Period,Default Areas
15047,5a381a8f52c57b32c0343469,Fiscal Period,Investment Pool Valuation,The fiscal period for the Investment Pool Valuation,Workday Delivered,Single instance,Fiscal Period,,Date or Time Period,Default Areas
15048,5a381a8f52c57b32c0343469,Fiscal Period,Investment Statement Line,The Fiscal Period for the Investment Statement Date,Workday Delivered,Single instance,Fiscal Period,,Date or Time Period,Default Areas
15049,5a381a8f52c57b32c0343469,Fiscal Period,Revaluation Result,The Fiscal Period for the revaluation.,Workday Delivered,Single instance,Fiscal Period,,Date or Time Period,Default Areas
15050,5a381a8f52c57b32c0343469,Fiscal Period,Equity Pickup Result,The equity pickup fiscal period.,Workday Delivered,Single instance,Fiscal Period,,Date or Time Period,Default Areas
15051,5a381a8f52c57b32c0343469,Fiscal Period,Ledger Period Status Activity,"Fiscal Period associated to the Ledger Period (Period, Ledger Type, Company combination)",Workday Delivered,Single instance,Fiscal Period,,Ledger Period Status,Report Writer
15052,5a381a8f52c57b32c0343469,Fiscal Period,Journal Line,,Calculated,Text,,,Uncategorized,Default Areas
15053,5a381a8f52c57b32c0343469,Fiscal Period,Headcount Plan Entry,,Calculated - Report Specific,Single instance,Date Period,,Uncategorized,Default Areas
15054,5a381a8f52c57b32c0343469,Fiscal Period,Trended Workers,,Calculated - Report Specific,Single instance,Date Period,,Uncategorized,Default Areas
15055,5a381a8f52c57b32c0343469,Fiscal Period End Date,Fiscal Period,Fiscal Period End Date,Workday Delivered,Date,,,Date or Time Period,Default Areas
15056,5a381a8f52c57b32c0343469,Fiscal Period End Date,Investment Pool Valuation,The end date of the fiscal period for the Investment Pool Valuation.,Workday Delivered,Date,,,Date or Time Period,Default Areas
15057,5a381a8f52c57b32c0343469,Fiscal Period End Date,Statistic Line,End Date of Fiscal Period for Statistic Line,Workday Delivered,Date,,,Date or Time Period,Default Areas
15058,5a381a8f52c57b32c0343469,Fiscal Period End Date for Effective Dating,Global,This field prompts for a time period and period where the available values matches the time period and period for the Company for Financial Reports prompt set. Use this field for mapping effective date prompts within your composite report to the fiscal period end date of the composite prompt set.,Workday Delivered,Date,,"Period

Time Period",Date or Time Period,Report Writer
15059,5a381a8f52c57b32c0343469,Fiscal Period End Date for Pool Valuation,Transaction,The Fiscal Period End date for the Valuation that the Transaction uses for the Unit Price. This CRF is built to be used to find Transactions that were incorrectly recorded during an already valuated period.,Workday Delivered,Date,,,Date or Time Period,Default Areas
15060,5a381a8f52c57b32c0343469,Fiscal Period for Equity Pickup Result Filter,Equity Pickup Result,,Workday Delivered,Multi-instance,Fiscal Period,Fiscal Periods,Uncategorized,Data Source Filter (Internal)
15061,5a381a8f52c57b32c0343469,Fiscal Period for RDS Filter,Statistic Line,For use to expose Fiscal Period as an external parm in the Statistic Lines RDS Filter,Workday Delivered,Single instance,Fiscal Period,,Uncategorized,Data Source Filter (Internal)
15062,5a381a8f52c57b32c0343469,Fiscal Period for Revaluation Result Filter,Revaluation Result,,Workday Delivered,Multi-instance,Fiscal Period,Fiscal Periods,Uncategorized,Data Source Filter (Internal)
15063,5a381a8f52c57b32c0343469,Fiscal Period Lookup,Journal Line,,Calculated - Report Specific,Single instance,Date Period,,Uncategorized,Default Areas
15064,5a381a8f52c57b32c0343469,Fiscal Period Lookup,Journal Line,,Calculated - Report Specific,Single instance,Date Period,,Uncategorized,Default Areas
15065,5a381a8f52c57b32c0343469,Fiscal Period Lookup,Journal Line,,Calculated - Report Specific,Single instance,Date Period,,Uncategorized,Default Areas
15066,5a381a8f52c57b32c0343469,Fiscal Period of Statistic,Statistic (Private),,Workday Delivered,Single instance,Fiscal Period,,Allocation,Data Source Filter (Internal)
15067,5a381a8f52c57b32c0343469,Fiscal Periods for RDS Filter,Depreciation Expense Line,,Workday Delivered,Multi-instance,Fiscal Period,Period,Business Asset,Data Source Filter (Internal)
15068,5a381a8f52c57b32c0343469,Fiscal Period Start Date,Statistic Line,Start Date of Fiscal Period for Statistic Line,Workday Delivered,Date,,,Date or Time Period,Default Areas
15069,5a381a8f52c57b32c0343469,Fiscal Period Start Date,Plan Worksheet Line Amount for Pivotable Dimension,Fiscal Period Start Date,Workday Delivered,Date,,,Uncategorized,Default Areas
15070,5a381a8f52c57b32c0343469,Fiscal Period without Schedule,Period Close,,Calculated - Report Specific,Text,,,Uncategorized,Default Areas
15071,5a381a8f52c57b32c0343469,Fiscal Posting Intervals,Investment Pool,How often the Investment Pool Posts Payouts,Workday Delivered,Boolean,,,Date or Time Period,Default Areas
15072,5a381a8f52c57b32c0343469,Fiscal Schedule,Allocation Definition,The fiscal schedule for the allocation definition.,Workday Delivered,Single instance,Fiscal Schedule,,Reference,Default Areas
15073,5a381a8f52c57b32c0343469,Fiscal Schedule,Company,Returns the primary fiscal schedule that the company uses.,Workday Delivered,Single instance,Fiscal Schedule,,Company,Default Areas
15074,5a381a8f52c57b32c0343469,Fiscal Schedule,Fiscal Period,Fiscal Schedule of the Fiscal Period,Workday Delivered,Multi-instance,Fiscal Schedule,,Date or Time Period,Default Areas
15075,5a381a8f52c57b32c0343469,Fiscal Schedule,Company Asset Book,The fiscal schedule for the company asset book.,Workday Delivered,Single instance,Fiscal Schedule,,Business Asset,Default Areas
15076,5a381a8f52c57b32c0343469,Fiscal Schedule,Fiscal Year,Fiscal Schedule for the Fiscal Year,Workday Delivered,Single instance,Fiscal Schedule,,Date or Time Period,Default Areas
15077,5a381a8f52c57b32c0343469,Fiscal Schedule,Investment Pool,The Fiscal Schedule for this Investment Pool.,Workday Delivered,Single instance,Fiscal Schedule,,Company,Default Areas
15078,5a381a8f52c57b32c0343469,Fiscal Schedule,Plan Structure,Fiscal Schedule,Workday Delivered,Single instance,Fiscal Schedule,,Plan,Default Areas
15079,5a381a8f52c57b32c0343469,Fiscal Schedule = Standard Corporate Schedule,Fiscal Period,,Calculated,Boolean,,,Uncategorized,Default Areas
15080,5a381a8f52c57b32c0343469,Fiscal Schedule = Standard Corporate Schedule,Fiscal Year,,Calculated,Boolean,,,Uncategorized,Default Areas
15081,5a381a8f52c57b32c0343469,Fiscal Schedule for Plan Structure,Global,Fiscal Schedule for Plan Structure.,Workday Delivered,Single instance,Fiscal Schedule,Plan Structure,Planning,Default Areas
15082,5a381a8f52c57b32c0343469,Fiscal Summary Interval,Investment Pool Payout Rate,The Fiscal Summary Interval for this payout rate.,Workday Delivered,Single instance,Fiscal Summary Interval,,Date or Time Period,Default Areas
15083,5a381a8f52c57b32c0343469,Fiscal Summary Interval of Statistic,Statistic (Private),Returns the summary interval for the statistic.,Workday Delivered,Single instance,Fiscal Summary Interval,,Allocation,Default Areas
15084,5a381a8f52c57b32c0343469,Fiscal Summary Schedule,Plan Structure,Fiscal Summary Schedule,Workday Delivered,Single instance,Fiscal Summary Schedule,,Plan,Default Areas
15085,5a381a8f52c57b32c0343469,Fiscal Summary Schedule for Plan Structure,Global,Fiscal Summary Schedule for Plan Structure,Workday Delivered,Single instance,Fiscal Summary Schedule,Plan Structure,Uncategorized,Default Areas
15086,5a381a8f52c57b32c0343469,Fiscal Summary Year of Statistic,Statistic (Private),Returns the fiscal summary year for the Statistic,Workday Delivered,Single instance,Fiscal Year,,Date or Time Period,Default Areas
15087,5a381a8f52c57b32c0343469,Fiscal Time Interval,Plan Entry Line,Fiscal Time Interval used for Budget Line RDS Filter,Workday Delivered,Single instance,Fiscal Time Interval,,Date or Time Period,Default Areas
15088,5a381a8f52c57b32c0343469,Fiscal Time Interval,Gift Payout,The Fiscal Time Interval for the Investment Pool Payout for this Gift Payout.,Workday Delivered,Multi-instance,Fiscal Time Interval,,Gift Payout,Default Areas
15089,5a381a8f52c57b32c0343469,Fiscal Time Intervals for Companies for Manager Plan to Actuals RDS,Plan Entry Line,CRF used for filtering by Fiscal Time Interval in Manager Budget to Actuals RDS,Workday Delivered,Multi-instance,Fiscal Time Interval,Periods,Uncategorized,Data Source Filter (Internal)
15090,5a381a8f52c57b32c0343469,Fiscal Time Intervals for Financial Account Domain RDS Filter,Plan Entry Line,,Workday Delivered,Multi-instance,Fiscal Time Interval,Period,Uncategorized,Data Source Filter (Internal)
15091,5a381a8f52c57b32c0343469,Fiscal Time Intervals for Plan to Actuals RDS,Plan Entry Line,CRF used for filtering by Fiscal Time Interval in Budget to Actuals RDS,Workday Delivered,Multi-instance,Fiscal Time Interval,Periods,Uncategorized,Data Source Filter (Internal)
15092,5a381a8f52c57b32c0343469,Fiscal Time Period End Date,Global,Prompts user for Reporting Time Period and as of Report Period and returns end date for the relative time period.,Workday Delivered,Date,,"Period

Time Period",Date or Time Period,Report Writer
15093,5a381a8f52c57b32c0343469,Fiscal Time Period Start Date,Global,Prompts user for Reporting Time Period and as of Report Period and returns start date for the relative time period.,Workday Delivered,Date,,"Period

Time Period",Date or Time Period,Report Writer
15094,5a381a8f52c57b32c0343469,Fiscal Time Period Start Date (End of Month),Global,Prompts user for Reporting Time Period and as of Report Period and returns start date as end of month for the relative time period.,Workday Delivered,Date,,"Period

Time Period",Date or Time Period,Report Writer
15095,5a381a8f52c57b32c0343469,Fiscal Year,Financial Entry,Fiscal Year of Journal or Business Plan.,Workday Delivered,Single instance,Fiscal Year,,Date or Time Period,Default Areas
15096,5a381a8f52c57b32c0343469,Fiscal Year,Depreciation Expense Line,Returns the fiscal year for this depreciation expense line's related ledger period.,Workday Delivered,Single instance,Fiscal Year,,Date or Time Period,Default Areas
15097,5a381a8f52c57b32c0343469,Fiscal Year,Investment Statement Line,The Fiscal Year this Investment Statement Line is within.,Workday Delivered,Multi-instance,Fiscal Year,,Date or Time Period,Default Areas
15098,5a381a8f52c57b32c0343469,Fiscal Year,Investment Pool Payout Rate,The Fiscal Year for this payout rate.,Workday Delivered,Single instance,Fiscal Year,,Date or Time Period,Default Areas
15099,5a381a8f52c57b32c0343469,Fiscal Year,Journal Line,,Calculated,Numeric,,,Tax,Default Areas
15100,5a381a8f52c57b32c0343469,Fiscal Year End Date for Cost Reimbursable Spend Lines RDS Filter,Cost Reimbursable Spend Line,This CRF returns the fiscal year end date for year parm.,Workday Delivered,Date,,,Date or Time Period,Data Source Filter (Internal)
15101,5a381a8f52c57b32c0343469,Fiscal Year for Gift Payout,Gift Payout,The Fiscal Year for the Investment Pool Payout for this Gift Payout.,Workday Delivered,Multi-instance,Fiscal Year,,Gift Payout,Default Areas
15102,5a381a8f52c57b32c0343469,Fiscal Year for RDS Budgets Position Budgets Filter,Plan,The desired fiscal year to filter by for viewing position budgets,Workday Delivered,Multi-instance,Fiscal Year,Fiscal Year,Date or Time Period,Data Source Filter (Internal)
15103,5a381a8f52c57b32c0343469,Fiscal Year Name,Financial Line,Returns the fiscal year name (e.g. 2009 or FY 2008-2009),Workday Delivered,Text,,,Date or Time Period,Default Areas
15104,5a381a8f52c57b32c0343469,Fiscal Year Number,Financial Entry,"Fiscal Year of Journal or Business Plan entry as a number, e.g. 2008, 2009",Workday Delivered,Numeric,,,Date or Time Period,Default Areas
15105,5a381a8f52c57b32c0343469,Fiscal Years for Fiscal Period of Statistic,Statistic,Returns the fiscal years for the fiscal period of this statistic.,Workday Delivered,Multi-instance,Fiscal Year,,Allocation,Default Areas
15106,5a381a8f52c57b32c0343469,Fiscal Years for RDS Filter,Plan Entry Line,,Workday Delivered,Multi-instance,Fiscal Year,Year,Uncategorized,Data Source Filter (Internal)
15107,5a381a8f52c57b32c0343469,Fiscal Year Start Date for Cost Reimbursable Spend Lines RDS Filter,Cost Reimbursable Spend Line,This CRF returns the fiscal year start date for year parm.,Workday Delivered,Date,,Year,Date or Time Period,Data Source Filter (Internal)
15108,5a381a8f52c57b32c0343469,Five Minute Rate,Derived Meter Persisted Metric,Retrieves Five Minute Rate from Derived Meter Persisted Metric,Workday Delivered,Numeric,,,Persisted Metric,Default Areas
15109,5a381a8f52c57b32c0343469,Fixed by Manage Basis Total - Current,Compensation Assignment Proposal,Indicates if the current plan assignment is Fixed by Manage Basis Total (MBT). Field can only be set to True under certain conditions for MBT workers.,Workday Delivered,Boolean,,,Compensation,Default Areas
15110,5a381a8f52c57b32c0343469,Fixed by Manage Basis Total - Proposed,Compensation Assignment Proposal,Indicates if the current plan assignment is Fixed by Manage Basis Total (MBT). Field can only be set to True under certain conditions for MBT workers.,Workday Delivered,Boolean,,,Compensation,Default Areas
15111,5a381a8f52c57b32c0343469,Fixed Contract,Recurring Supplier Invoice,Returns true if the supplier invoice contract is a fixed contract.,Workday Delivered,Boolean,,,Supplier Invoice,Default Areas
15112,5a381a8f52c57b32c0343469,Fixed Expense,Expense Item,Is this expense item validated for a fixed amount?,Workday Delivered,Boolean,,,Expense Report,Default Areas
15113,5a381a8f52c57b32c0343469,Fixed Term Contract,Staffing Event,,Calculated,Boolean,,,Uncategorized,Default Areas
15114,5a381a8f52c57b32c0343469,Fixed Term Contract (in French),Worker Business Process,,Calculated,Text,,,Worker,Default Areas
15115,5a381a8f52c57b32c0343469,FJD,Global,The three-letter ISO currency code FJD.,Workday Delivered,Single instance,Currency,,Uncategorized,Default Areas
15116,5a381a8f52c57b32c0343469,FKP,Global,The three-letter ISO currency code FKP.,Workday Delivered,Single instance,Currency,,Uncategorized,Default Areas
15117,5a381a8f52c57b32c0343469,Flat Amount Benefit Credit,Health Care Coverage Cost,The flex credit amount for the Health Care Coverage.,Workday Delivered,Currency,,,Benefits,Default Areas
15118,5a381a8f52c57b32c0343469,Flat Amount Coverage,Insurance Election,"Contains coverage levels that are fixed, meaning that they are not based on age or compensation.  For example, $100,000 coverage.",Workday Delivered,Multi-instance,Currency Coverage Master Amount,,Benefits,Default Areas
15119,5a381a8f52c57b32c0343469,Flat Amount for Current Deduction,Deduction,The recoup arrears limit flat amount for deduction.,Workday Delivered,Numeric,,,Payroll,Default Areas
15120,5a381a8f52c57b32c0343469,Flat Amount for Current Deduction,Recoup Arrears Rule,"When the deduction being recouped is in current paycheck, this is the flat amount limit on the arrears that can be recovered.",Workday Delivered,Numeric,,,Payroll,Default Areas
15121,5a381a8f52c57b32c0343469,Flat Amount Limit (When No Current Deduction),Deduction,The recoup arrears limit flat amount when there is not current deduction.,Workday Delivered,Numeric,,,Payroll,Default Areas
15122,5a381a8f52c57b32c0343469,Flat Amount Limit (When No Current Deduction),Recoup Arrears Rule,Returns the maximum amount of arrears that may be recouped for a deduction when that deduction is not represented on the current paycheck.,Workday Delivered,Numeric,,,Payroll,Default Areas
15123,5a381a8f52c57b32c0343469,Flat Rate Amount,Credit Card Transaction Line,Flat Rate Amount.,Workday Delivered,Currency,,,Credit Card Transaction,Default Areas
15124,5a381a8f52c57b32c0343469,Flex Credit Amount for Frequency,Benefit Election,Credit amount in user specified (prompted) frequency.,Workday Delivered,Currency,,Frequency,Benefits,Default Areas
15125,5a381a8f52c57b32c0343469,Flex Credit Amount in Benefit Plan Frequency,Benefit Election,Credit amount in the frequency of the associated benefit plan.,Workday Delivered,Currency,,,Benefits,Default Areas
15126,5a381a8f52c57b32c0343469,Flex Credit Amount in Group Frequency,Benefit Election,Credit amount in the frequency of the benefit group.,Workday Delivered,Currency,,,Benefits,Default Areas
15127,5a381a8f52c57b32c0343469,Flex Credit Expenses YTD,Worker,,Calculated,Currency,,,Expense Report,Default Areas
15128,5a381a8f52c57b32c0343469,Flex Credit per Benefit Group Frequency,Benefit Election,The credit offset against the cost of the benefit plan per the frequency on the benefit group.,Workday Delivered,Currency,,,Benefits,Default Areas
15129,5a381a8f52c57b32c0343469,Flex Credit per Benefit Plan Frequency,Benefit Election,The credit offset against the cost of the benefit plan per the frequency on the benefit plan.,Workday Delivered,Currency,,,Benefits,Default Areas
15130,5a381a8f52c57b32c0343469,Flex Credit per Frequency,Benefit Election,The credit offset against the cost of the benefit plan per frequency.,Workday Delivered,Currency,,Frequency,Benefits,Default Areas
15131,5a381a8f52c57b32c0343469,Flex Credit Reimb on Exp Rpt plus YTD Credit for Worker in SGD,Expense Report,,Calculated,Currency,,,Expense Report,Default Areas
15132,5a381a8f52c57b32c0343469,Flex Credit Summary - Amount to Cash,Enrollment Event,Amount to cash = Total Excess Flex Credits - Excess Credits to HSA,Workday Delivered,Currency,,,Benefits,Default Areas
15133,5a381a8f52c57b32c0343469,Flex Credit Summary - Carry Forward Credits,Enrollment Event,Carry Forward Credits from prior elections not part of the current benefit package that are still active.,Workday Delivered,Currency,,,Benefits,Default Areas
15134,5a381a8f52c57b32c0343469,Flex Credit Summary - Credits for Elected Coverages,Enrollment Event,Total flex credits for elections in current package tied to this enrollment event.,Workday Delivered,Currency,,,Benefits,Default Areas
15135,5a381a8f52c57b32c0343469,Flex Credit Summary - Credits for Waived Coverages,Enrollment Event,Flex credits for waived coverage types for current enrollment event.,Workday Delivered,Currency,,,Benefits,Default Areas
15136,5a381a8f52c57b32c0343469,Flex Credit Summary - Eligible Employee Costs,Enrollment Event,Employee costs total for all coverage types which are designated as Flex Credits Can Be Applied.,Workday Delivered,Currency,,,Benefits,Default Areas
15137,5a381a8f52c57b32c0343469,Flex Credit Summary - Excess Credits to HSA,Enrollment Event,Excess Flex Credits Employee allocates to HSA,Workday Delivered,Currency,,,Benefits,Default Areas
15138,5a381a8f52c57b32c0343469,Flex Credit Summary - Total Excess Credits,Enrollment Event,Total Excess Credits for Employee.,Workday Delivered,Currency,,,Benefits,Default Areas
15139,5a381a8f52c57b32c0343469,Flex Credit Total for Expense Report,Expense Report,,Calculated,Currency,,,Expense Report,Default Areas
15140,5a381a8f52c57b32c0343469,Flextime Hours for Time Day,Time Day,,Calculated,Numeric,,,Time Day,Default Areas
15141,5a381a8f52c57b32c0343469,Flextime - Hours Reported in Time Block,Time Block,Specific to SWE Flextime setup,Calculated,Boolean,,,Time Block,Default Areas
15142,5a381a8f52c57b32c0343469,Flextime - Worked Hours  in Time Block,Time Day,Specific to SWE Flextime setup,Calculated,Numeric,,,Time Day,Default Areas
15143,5a381a8f52c57b32c0343469,Flight Number,Trip Leg Details,Returns the flight number for the leg.,Workday Delivered,Text,,,Trip Leg Details,Default Areas
15144,5a381a8f52c57b32c0343469,Flight Risk,Worker,"Indicates risk of leaving / retiring based on age, marital status, dependents, assessed retention and stock option vesting.",Calculated,Boolean,,,Employment,Default Areas
15145,5a381a8f52c57b32c0343469,Flight Risk AND (HiPo OR Top Performer),Worker,Indicates if the employee is a potential flight and is considered top talent.,Calculated,Boolean,,,Talent,Default Areas
15146,5a381a8f52c57b32c0343469,Flight Risk and Base Pay Below Market Position,Worker,Indicates if the employee is a flight risk and has a base pay below market.,Calculated,Boolean,,,Compensation,Default Areas
15147,5a381a8f52c57b32c0343469,Floor,PulsePoint Incident,Floor,Workday Delivered,Text,,,Uncategorized,Default Areas
15148,5a381a8f52c57b32c0343469,Flow Definitions,VPS Application (All),Flows for VPS Application,Workday Delivered,Multi-instance,VPS Flow (All),,VPS API,REST API (internal)
15149,5a381a8f52c57b32c0343469,FLSA Calendar for Payroll Result,Payroll Result,The FLSA Work Period Calendar that was used for this Payroll Result: Worker and Period.,Workday Delivered,Multi-instance,FLSA Work Period Calendar,,Payroll,Default Areas
15150,5a381a8f52c57b32c0343469,FLSA Premium Calculation Type,Pay Component Related Calculation,FLSA Premium Calculation Type,Workday Delivered,Single instance,FLSA Premium Calculation Type,,Payroll,Default Areas
15151,5a381a8f52c57b32c0343469,FLSA Processing Exists for Payroll Result,Payroll Result,This Payroll Result is using FLSA,Workday Delivered,Boolean,,,Payroll,Default Areas
15152,5a381a8f52c57b32c0343469,FLSA Work Period Calendar Event (Filter - Internal),Payroll Retro Result Line,Returns the FLSA Work Period (if any) for the current Result Line. For query indexed reporting only.,Workday Delivered,Single instance,FLSA Work Period Calendar Event,,Payroll,Data Source Filter (Internal)
15153,5a381a8f52c57b32c0343469,FMLA Leave Balance,Worker,,Calculated,Numeric,,Worker,"Leave of Absence

Time Off",Default Areas
