recordId,stoylProductRefId,fieldName,businessObjectName,description,fieldSource,fieldType,relatedBusinessObject,defaultPrompts,category,usageType
10017,5a381a8f52c57b32c0343469,Customer Installment Item as Customer Invoice Line,Installment Line,Installment Item as Customer Invoice Line,Workday Delivered,Single instance,Customer Invoice Line,,Billing,Default Areas
10018,5a381a8f52c57b32c0343469,Customer Installment Item Type is a Variable Amount Type,Customer Installment Item,Returns true if the price type is transaction based for the customer installment item.,Workday Delivered,Boolean,,,"Customer Contract Line

Customer Invoice

Installment Line",Default Areas
10019,5a381a8f52c57b32c0343469,Customer Invoice,Billable Transaction,Customer Invoice for this transaction.,Workday Delivered,Single instance,Customer Invoice Document,,"Billing

Customer Invoice",Default Areas
10020,5a381a8f52c57b32c0343469,Customer Invoice,Customer Invoice,A reference to the Customer Invoice to access related report fields.,Workday Delivered,Self referencing instance,Customer Invoice,,Customer Invoice,Default Areas
10021,5a381a8f52c57b32c0343469,Customer Invoice,Approve Customer Invoice Task,Customer Invoice for worklet parameter mapping.,Workday Delivered,Single instance,Customer Invoice,,Uncategorized,Default Areas
10022,5a381a8f52c57b32c0343469,Customer Invoice,Tax Rate Application,The Customer Invoice that is related to the Tax Rate Application.,Workday Delivered,Single instance,Customer Invoice,,Tax,Default Areas
10023,5a381a8f52c57b32c0343469,Customer Invoice Adjustment,Customer Invoice Document,Customer Invoice Adjustment that adjust a Customer Invoice.  This will return empty for Customer Invoice Adjustments.,Workday Delivered,Multi-instance,Customer Invoice Adjustment,,Customer Invoice,Default Areas
10024,5a381a8f52c57b32c0343469,Customer Invoice Adjustment,Tax Rate Application,The Customer Invoice Adjustment that is related to the Tax Rate Application.,Workday Delivered,Single instance,Customer Invoice Adjustment,,Tax,Default Areas
10025,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Amount,Customer Invoice Adjustment,The total amount including tax for the Customer Invoice Adjustment.,Workday Delivered,Currency,,,Amount,Default Areas
10026,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Amount Due,Customer Invoice Adjustment,The amount due for the customer invoice adjustment.,Workday Delivered,Currency,,,Amount,Default Areas
10027,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Amount Due in Base Currency as of Reporting Date,Customer Invoice Adjustment,The amount due in the base currency as of the reporting date for the customer invoice adjustment.,Workday Delivered,Currency,,,Amount,Default Areas
10028,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Amount for Reporting Transaction,Reporting Transaction,Returns Customer Invoice Adjustment Amount.,Workday Delivered,Currency,,,Amount,Default Areas
10029,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Applications,Customer Invoice Maintenance,Returns instances of Customer Invoice Adjustment Applications that were created within this Customer Account Maintenance transaction.,Workday Delivered,Multi-instance,Customer Invoice Adjustment Application,,Customer Payments,Default Areas
10030,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Bill-To Customer,Customer Invoice Adjustment,Return Customer Invoice Adjustment Document's Bill-To Customer.,Workday Delivered,Multi-instance,Customer,,Customers,Default Areas
10031,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Bill-To Customer/Bill-To Sponsor,Customer Invoice Adjustment,Return Customer Invoice Adjustment Document's Bill-To Customer/Sponsor.,Workday Delivered,Multi-instance,Customer,,Customers,Default Areas
10032,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Bill-To Sponsor,Customer Invoice Adjustment,Return Customer Invoice Adjustment Document's Bill-To Sponsor.,Workday Delivered,Single instance,Sponsor,,Customers,Default Areas
10033,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Date,Customer Invoice Adjustment,The date of the customer invoice adjustment.,Workday Delivered,Date,,,Date or Time Period,Default Areas
10034,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Due Date,Customer Invoice Adjustment,The due date for the customer invoice adjustment.,Workday Delivered,Date,,,Date or Time Period,Default Areas
10035,5a381a8f52c57b32c0343469,Customer Invoice Adjustment Reason,Customer Invoice Document,The reason for the customer invoice adjustment.  Only returns reason for Customer Invoice Adjustments.,Workday Delivered,Single instance,Invoice Adjustment Reason,,Customer Invoice Adjustment,Default Areas
10036,5a381a8f52c57b32c0343469,Customer Invoice Base Amount on Journal,Journal Entry,,Calculated,Currency,,,Tax,Default Areas
10037,5a381a8f52c57b32c0343469,Customer Invoice Bill-To Address Formatted,Customer Invoice Document,"The bill-to address from the customer invoice if one is entered.  If one is not entered, it will return blank.",Workday Delivered,Text,,,Address & Phone,Default Areas
10038,5a381a8f52c57b32c0343469,Customer Invoice Bill-To Customer,Customer Invoice Document,Return Customer Invoice Document's Bill-To Customer.,Workday Delivered,Multi-instance,Customer,,Customers,Default Areas
10039,5a381a8f52c57b32c0343469,Customer Invoice Bill-To Customer/Sponsor,Customer Invoice Document,Return Customer Invoice Document's Bill-To Customer/Sponsor.,Workday Delivered,Multi-instance,Customer,,Customers,Default Areas
10040,5a381a8f52c57b32c0343469,Customer Invoice Bill-To Sponsor,Customer Invoice Document,Return Customer Invoice Document's Bill-To Sponsor.,Workday Delivered,Single instance,Sponsor,,Customers,Default Areas
10041,5a381a8f52c57b32c0343469,Customer Invoice Company,Billable Transaction,The company of the customer invoice associated with this transaction.,Workday Delivered,Single instance,Company,,Company,Default Areas
10042,5a381a8f52c57b32c0343469,Customer Invoice Count,Settlement Run,Returns the total number of Customer Invoices in the Settlement Run,Workday Delivered,Numeric,,,Settlements,Default Areas
10043,5a381a8f52c57b32c0343469,Customer Invoice Date,Customer Invoice Line Abstract,Returns the Customer Invoice Date for a given Customer Invoice Line,Workday Delivered,Date,,,"Customer Invoice

Date or Time Period",Default Areas
10044,5a381a8f52c57b32c0343469,Customer Invoice Document,Customer Payment Application Descriptor,The customer invoice for the payment application.,Workday Delivered,Single instance,Customer Invoice Document,,Customer Payments,Default Areas
10045,5a381a8f52c57b32c0343469,Customer Invoice Document,Customer Invoice Line Abstract,Returns the Customer Invoice Document tied to the invoice line,Workday Delivered,Single instance,Customer Invoice Document,,Customer Invoice,Default Areas
10046,5a381a8f52c57b32c0343469,Customer Invoice Document,Customer Invoice Document,A self-reference to the Customer Invoice/Customer Invoice Adjustment to allow access to related fields.,Workday Delivered,Self referencing instance,Customer Invoice Document,,Customer Invoice,Default Areas
10047,5a381a8f52c57b32c0343469,Customer Invoice Document,Customer Invoice Printing Run,The Customer Invoice document(s) this Print Run is for.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Invoice,Default Areas
10048,5a381a8f52c57b32c0343469,Customer Invoice Document,SEPA Mandate Pre-notifications Printing Run,Contains the customer invoices for the SEPA mandate pre-notifications printing run.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Invoice,Default Areas
10049,5a381a8f52c57b32c0343469,Customer Invoice Document <= 90,Customer Invoice Document,,Calculated,Boolean,,Reporting Date,Customer Invoice,Default Areas
10050,5a381a8f52c57b32c0343469,Customer Invoice Document > 90 Days,Customer Invoice Document,,Calculated,Boolean,,Reporting Date,Customer Invoice,Default Areas
10051,5a381a8f52c57b32c0343469,Customer Invoice Document as Customer Invoice,Customer Invoice Document,Customer Invoice Document returned as Customer Invoice,Workday Delivered,Self referencing instance,Customer Invoice,,Customer Invoice,Default Areas
10052,5a381a8f52c57b32c0343469,Customer Invoice Document as Customer Invoice Adjustment,Customer Invoice Document,Customer Invoice Document represented as a Customer Invoice Adjustment,Workday Delivered,Self referencing instance,Customer Invoice Adjustment,,Customer Invoice Adjustment,Default Areas
10053,5a381a8f52c57b32c0343469,Customer Invoice Document created from BIlling Installment,Billing Installment,The customer invoice document created from the billing installment.,Workday Delivered,Single instance,Customer Invoice Document,,Billing,Default Areas
10054,5a381a8f52c57b32c0343469,Customer Invoice Document for Contract Line,Contract Line,Invoices related to contract Line,Workday Delivered,Multi-instance,Customer Invoice Document,,Contract Line,Default Areas
10055,5a381a8f52c57b32c0343469,Customer Invoice Document has been Printed,Billable Transaction,Identifies whether the invoice for this transaction has been printed or not.,Workday Delivered,Boolean,,,Status,Default Areas
10056,5a381a8f52c57b32c0343469,Customer Invoice Documents,Customer Payment for Invoices,Contains the customer invoices for the customer payment.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Payments,Default Areas
10057,5a381a8f52c57b32c0343469,Customer Invoice Documents,Customer Transaction,Customer Invoices and Adjustments that had payments or write-offs applied in this transaction,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Payments,Default Areas
10058,5a381a8f52c57b32c0343469,Customer Invoice Documents for Customer,Customer,Returns all the customer invoice and customer invoice adjustments for a customer.  Invoices returned are secured by the Report: Customer Accounts domain.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Invoice,Default Areas
10059,5a381a8f52c57b32c0343469,Customer Invoice Documents for Customer/Sponsor,Customer,Returns all the customer invoice and customer invoice adjustments for a customer or sponsor.  Invoices returned are secured by the Reports: Customer and Reports: Sponsor domains.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Invoice,Default Areas
10060,5a381a8f52c57b32c0343469,Customer Invoice Documents for Customer Invoices RDS Filter,Customer Invoice Document,,Workday Delivered,Multi-instance,Customer Invoice Document,Company,Uncategorized,Data Source Filter (Internal)
10061,5a381a8f52c57b32c0343469,Customer Invoice Documents for Matched Remittance Advice,Remittance Advice,"Contains Customer Invoice Documents that were matched to this instance of Remittance Advice via Auto Apply. It only returns Customer Invoice Documents where the associated Customer Payment Application's Status is NOT Canceled, Returned, or Unapplied. Additionally, this CRF only applies to remittance advice for Customer Payments that were matched via Auto Apply run after Workday 21, Patch 14 (i.e. March 15, 2014).",Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Invoice,Default Areas
10062,5a381a8f52c57b32c0343469,Customer Invoice Documents for Sponsor,Sponsor,Returns all the customer invoice and customer invoice adjustments for a sponsor.  Invoices returned are secured by the Reports: Sponsor domain.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Invoice,Default Areas
10063,5a381a8f52c57b32c0343469,Customer Invoice Documents with Project at Invoice Header or Invoice Line Filter,Customer Invoice Document,,Workday Delivered,Multi-instance,Customer Invoice Document,Billable Projects,Uncategorized,Data Source Filter (Internal)
10064,5a381a8f52c57b32c0343469,Customer Invoice for Cost Reimbursable Spend Lines RDS Filter,Cost Reimbursable Spend Line,,Workday Delivered,Single instance,Customer Invoice,Customer Invoice,Uncategorized,Data Source Filter (Internal)
10065,5a381a8f52c57b32c0343469,Customer Invoice for Customer Invoice Adjustment,Customer Invoice Document,Customer Invoice related to Customer Invoice Adjustment.  This will return empty for Customer Invoices.,Workday Delivered,Multi-instance,Customer Invoice,,Customer Invoice,Default Areas
10066,5a381a8f52c57b32c0343469,Customer Invoice for Customer Invoice Adjustment for Reporting Transaction,Reporting Transaction,Returns Customer Invoice pertaining to a Customer Invoice Adjustment.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Invoice,Default Areas
10067,5a381a8f52c57b32c0343469,Customer Invoice for Invoicing Schedule Line,Invoicing Schedule Line,Customer Invoice created from the schedule.,Workday Delivered,Multi-instance,Customer Invoice,,Invoicing Schedule Line,Default Areas
10068,5a381a8f52c57b32c0343469,Customer Invoice for RDS Filter (Unsecured),Billable Transaction,Customer Invoice for this transaction.,Workday Delivered,Single instance,Customer Invoice Document,,Uncategorized,Data Source Filter (Internal)
10069,5a381a8f52c57b32c0343469,Customer Invoice Has Note,Customer Invoice Document,,Calculated,Boolean,,,Uncategorized,Default Areas
10070,5a381a8f52c57b32c0343469,Customer Invoice Layout,Customer Invoice Document,Customer Invoice Layout for Customer Invoice Document,Workday Delivered,Single instance,Invoice Layout,,Customer Invoice,Default Areas
10071,5a381a8f52c57b32c0343469,Customer Invoice Line,Billing Installment Line,Customer Invoice Line,Workday Delivered,Single instance,Customer Invoice Line,,Billing,Default Areas
10072,5a381a8f52c57b32c0343469,Customer Invoice Line,Billable Transaction,Customer invoice Line for this transaction.,Workday Delivered,Single instance,Customer Invoice Line,,"Billing

Customer Invoice",Default Areas
10073,5a381a8f52c57b32c0343469,Customer Invoice Line,Tax Rate Application,The Customer Invoice Lines associated with the Tax instance.,Workday Delivered,Multi-instance,Customer Invoice Line,,Tax,Default Areas
10074,5a381a8f52c57b32c0343469,Customer Invoice Line,Customer Invoice Line,Returns referenced Customer Invoice Line.,Workday Delivered,Self referencing instance,Customer Invoice Line,,Reference,Default Areas
10075,5a381a8f52c57b32c0343469,Customer Invoice Line,Line Tax Rate Application,Returns the associated Customer invoice line for the line tax rate application.,Workday Delivered,Multi-instance,Customer Invoice Line,,"Tax

Withholding Tax",Default Areas
10076,5a381a8f52c57b32c0343469,Customer Invoice Line from Billing Installment,Billing Installment,Contains the customer invoice lines from the billing installment.,Workday Delivered,Multi-instance,Customer Invoice Line,,Billing,Default Areas
10077,5a381a8f52c57b32c0343469,Customer Invoice Line has Sales Rep,Customer Invoice Line Abstract,,Calculated,Boolean,,,Customer Invoice,Default Areas
10078,5a381a8f52c57b32c0343469,Customer Invoice Line Offset Amount,Customer Invoice Line,Customer Invoice Line Offset Amount applied to the Customer Invoice Line for minimum commitment amount.,Workday Delivered,Currency,,,Amount,Default Areas
10079,5a381a8f52c57b32c0343469,Customer Invoice Lines,Customer Invoice Document,The lines for the customer invoice.   This field allows you to drill into the details of the evaluation and access related actions.,Workday Delivered,Multi-instance,Customer Invoice Line,,Customer Invoice,Default Areas
10080,5a381a8f52c57b32c0343469,Customer Invoice Lines,Customer Deposit,Identifies the customer invoice lines for the deposit.  This field allows you to drill into the details of the customer invoice lines and access related actions.,Workday Delivered,Multi-instance,Customer Invoice Line,,Customer Deposit,Default Areas
10081,5a381a8f52c57b32c0343469,Customer Invoice Lines,Consolidated Invoice,Contains customer invoice lines for invoices that are part of a consolidated invoice.,Workday Delivered,Multi-instance,Customer Invoice Line,,Customer Invoice,Default Areas
10082,5a381a8f52c57b32c0343469,Customer Invoice Lines for Customer Contract Line,Contract Line,All Customer Invoice Lines that have been created from this Customer Contract Line.,Workday Delivered,Multi-instance,Customer Invoice Line,,Contract Line,Default Areas
10083,5a381a8f52c57b32c0343469,Customer Invoice Lines for Customer Payment,Customer Payment,Returns all the Customer Invoice Lines for the Customer Invoices and Cash Sales included in the Payment.,Workday Delivered,Multi-instance,Customer Invoice Line Abstract,,Customer Payments,Default Areas
10084,5a381a8f52c57b32c0343469,Customer Invoice Lines for Organization Access Filter,Customer Invoice Line,,Workday Delivered,Multi-instance,Customer Invoice Line,"Company

Organization",Customer Invoice,Data Source Filter (Internal)
10085,5a381a8f52c57b32c0343469,Customer Invoice Lines for Revenue Recognition Schedule,Revenue Recognition Schedule,Returns Customer Invoice Lines for Revenue Recognition Schedule.,Workday Delivered,Multi-instance,Customer Invoice Line,,Customer Invoice,Default Areas
10086,5a381a8f52c57b32c0343469,Customer Invoice Maintenance Status,Customer Invoice Maintenance,The Status of the Customer Account Maintenance transaction.,Workday Delivered,Single instance,Payment Status,,Status,Default Areas
10087,5a381a8f52c57b32c0343469,Customer Invoice or Adjustment,Customer Invoice Document,"Returns the current object as either a Customer Invoice or Customer Invoice Adjustment, depending on its type. This field allows you to drill into the details of the returned object and access related actions.",Workday Delivered,Self referencing instance,Customer Invoice Document,,Customer Invoice,Default Areas
10088,5a381a8f52c57b32c0343469,Customer Invoice Organization Worktags Filter,Customer Invoice Document,,Workday Delivered,Multi-instance,Accounting Worktag,Organization,Customer Invoice,Data Source Filter (Internal)
10089,5a381a8f52c57b32c0343469,Customer Invoice Payment Applications and Writeoffs,Customer Transaction,Contains the invoice payment applications and writeoffs included in a Customer Transaction.,Workday Delivered,Multi-instance,Customer Payment Application Descriptor,,Customer Payments,Default Areas
10090,5a381a8f52c57b32c0343469,Customer Invoice Payment Applications and Writeoffs,Customer Invoice Document,The payments for the invoice.  This field allows you to drill into the details of the evaluation and access related actions.,Workday Delivered,Multi-instance,Customer Payment Application Descriptor,,Customer Invoice,Default Areas
10091,5a381a8f52c57b32c0343469,Customer Invoice Payment for Settlement Run Report,Customer Invoice Document,"Returns the Customer Invoice Payment for the Settlement Run Report Data Source, where the Settlement Run Report Data Source is the top level Data Source for the Report.",Workday Delivered,Single instance,Customer Payment Application Descriptor,,Customer Invoice,Default Areas
10092,5a381a8f52c57b32c0343469,Customer Invoice Printing Run,Customer Invoice Printing Run,A self-reference to the Customer Invoice Printing Run to allow access to related fields.,Workday Delivered,Self referencing instance,Customer Invoice Printing Run,,Customer Invoice,Default Areas
10093,5a381a8f52c57b32c0343469,Customer Invoice Printing Run Group,Customer Invoice Printing Run Group,Identifies the Customer Invoice Printing Run Group  and allows you to drill into the details and access related actions.,Workday Delivered,Self referencing instance,Customer Invoice Printing Run Group,,Reference,Default Areas
10094,5a381a8f52c57b32c0343469,Customer Invoices,Customer Deposit,Identifies the customer invoices for the deposit.  This field allows you to drill into the details of the customer invoice and access related actions.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Deposit,Default Areas
10095,5a381a8f52c57b32c0343469,Customer Invoices,Settlement Run,All Customer Invoices for Settlement Run,Workday Delivered,Multi-instance,Customer Invoice Document,,Settlements,Default Areas
10096,5a381a8f52c57b32c0343469,Customer Invoices,Bad Debt Writeoff,Get th Customer Invoices for a Bad Debt Writeoff.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Invoice,Default Areas
10097,5a381a8f52c57b32c0343469,Customer Invoices,Dunning Letter Printing Run,Contains the customer invoices for the dunning letter printing run.,Workday Delivered,Multi-instance,Customer Invoice Document,,Customer Invoice,Default Areas
10098,5a381a8f52c57b32c0343469,Customer Invoices,Consolidated Invoice,The customer invoices grouped by the consolidated invoice.,Workday Delivered,Multi-instance,Customer Invoice,,Customer Invoice,Default Areas
10099,5a381a8f52c57b32c0343469,Customer Invoices/ Verrechnungungen (V),Customer Invoice Line,,Calculated - Report Specific,Text,,,Uncategorized,Default Areas
10100,5a381a8f52c57b32c0343469,Customer Invoice Ship-to Address,Customer Invoice Document,"The ship-to address from the customer invoice document header if one is entered.  If one is not entered, it will return empty.",Workday Delivered,Single instance,Address,,Address & Phone,Default Areas
10101,5a381a8f52c57b32c0343469,Customer Invoice Ship-To Address Formatted,Customer Invoice Document,"The ship-to address from the customer invoice document header if one is entered.  If one is not entered, it will return blank.",Workday Delivered,Text,,,Address & Phone,Default Areas
10102,5a381a8f52c57b32c0343469,Customer Invoice Ship-To Customer,Customer Invoice Document,"The ship-to customer from the customer invoice document.   If one is not entered, it will return empty.",Workday Delivered,Single instance,Customer,,Customers,Default Areas
10103,5a381a8f52c57b32c0343469,Customer Invoices to be Emailed,Customer Invoice Printing Run Group,This represents the unique customer invoices that are to be printed.  This field is intended to be used inside the business process notifications.  This field should be the 'loop on' field.,Workday Delivered,Multi-instance,Customer Invoice Printing Run,,Customers,Default Areas
10104,5a381a8f52c57b32c0343469,Customer Invoice Sum,Settlement Run,Returns the sum of the amount paid for the Customer Invoices in the Settlement Run. Currency is the Settlement Run Currency,Workday Delivered,Currency,,,Amount,Default Areas
10105,5a381a8f52c57b32c0343469,Customer Invoice Summary Line,Customer Invoice Document,"Returns the Customer Invoice Summary Lines for a Customer Invoice Document.  Customer Invoice Summary Lines provide invoiced amounts by Object Class, are only defined for Invoices for Cost Reimbursable Award expenses.",Workday Delivered,Multi-instance,Customer Invoice Summary Line,,Customer Invoice,Default Areas
10106,5a381a8f52c57b32c0343469,Customer Invoice Total Amount in USD,Customer Invoice Document,,Calculated,Currency,,,Amount,Default Areas
10107,5a381a8f52c57b32c0343469,Customer Invoice Type,Cash Sale,Customer Invoice Type for Cash Sale,Workday Delivered,Single instance,Invoice Type,,Customer Payments,Default Areas
10108,5a381a8f52c57b32c0343469,Customer Invoice Type,Billing Schedule,The customer invoice type for the schedule.,Workday Delivered,Single instance,Invoice Type,,Billing,Default Areas
10109,5a381a8f52c57b32c0343469,Customer Invoice Type,Billing Installment,"Customer Invoice type for Billing Installment. Returns the customer invoice type from the installment line if specific value entered on the line. Otherwise, returns the Customer Invoice Type from the header.",Workday Delivered,Single instance,Invoice Type,,Billing,Default Areas
10110,5a381a8f52c57b32c0343469,Customer Invoice Type Override for Billing Installment,Billing Installment,Customer Invoice Type Override for Billing Installment.,Workday Delivered,Single instance,Invoice Type,,Billing,Default Areas
10111,5a381a8f52c57b32c0343469,Customer Invoice Variance,Customer Invoice Document,,Calculated,Numeric,,,"Customer Invoice

Uncategorized",Default Areas
10112,5a381a8f52c57b32c0343469,Customer Invoice Writeoff,Customer Invoice Writeoff,Identifies the Customer Invoice Writeoff and allows you to drill into the details and access related actions.,Workday Delivered,Self referencing instance,Customer Invoice Writeoff,,Reference,Default Areas
10113,5a381a8f52c57b32c0343469,Customer Invoice Write-offs,Customer Invoice Maintenance,Returns instances of Customer Invoice Writeoffs that were created within this Customer Account Maintenance transaction,Workday Delivered,Multi-instance,Customer Invoice Writeoff,,Customer Invoice,Default Areas
10114,5a381a8f52c57b32c0343469,Customer - Level 1,Customer Invoice Document,,Calculated,Single instance,Customer,,"Customer Invoice

Customer Invoice Adjustment",Default Areas
10115,5a381a8f52c57b32c0343469,Customer - Level 1,Customer,,Calculated,Single instance,Customer,,Customers,Default Areas
10116,5a381a8f52c57b32c0343469,Customer - Level 2,Customer Invoice Document,,Calculated,Single instance,Customer,,"Customer Invoice

Customer Invoice Adjustment",Default Areas
10117,5a381a8f52c57b32c0343469,Customer - Level 2,Customer,,Calculated,Single instance,Customer,,Customers,Default Areas
10118,5a381a8f52c57b32c0343469,Customer Logo,Customer,Customer Logo Image.,Workday Delivered,Single instance,Image,,Customers,Default Areas
10119,5a381a8f52c57b32c0343469,Customer Name,Customer,The name of the customer or sponsor.,Workday Delivered,Text,,,Business Entity Name,Default Areas
10120,5a381a8f52c57b32c0343469,Customer Name,Payment,,Calculated,Text,,,Payments,Default Areas
10121,5a381a8f52c57b32c0343469,Customer Name (REST API),Customer,The name of the customer.,Workday Delivered,Text,,,Business Entity Name,REST API (internal)
10122,5a381a8f52c57b32c0343469,Customer Notes Exist,Customer Invoice Document,,Calculated,Boolean,,,Customers,Default Areas
10123,5a381a8f52c57b32c0343469,Customer Notes Exist,Customer,,Calculated,Boolean,,,Customers,Default Areas
10124,5a381a8f52c57b32c0343469,Customer Object,Customer,Identifies the customer and allows you to drill into the details and access related actions.,Workday Delivered,Self referencing instance,Customer,,Customers,Default Areas
10125,5a381a8f52c57b32c0343469,Customer Object,All Projects,Returns the customer for the project,Workday Delivered,Single instance,Customer,,Project,Default Areas
10126,5a381a8f52c57b32c0343469,Customer Payment,Customer Deposit,Identifies the customer payment for the deposit.  This field allows you to drill into the details of the customer payment and access related actions.,Workday Delivered,Multi-instance,Customer Payment,,Customer Deposit,Default Areas
10127,5a381a8f52c57b32c0343469,Customer Payment,Customer Transaction,Returns a Customer Payment for a Receivables Transaction.,Workday Delivered,Single instance,Customer Payment,,Customer Payments,Default Areas
10128,5a381a8f52c57b32c0343469,Customer Payment,Customer Payment,Returns the Customer Payment instance.,Workday Delivered,Self referencing instance,Customer Payment,,Customer Payments,Default Areas
10129,5a381a8f52c57b32c0343469,Customer Payment Acknowledged by Bank,Customer Payment,Returns whether the Customer Payment is Acknowledged by Bank or not.,Workday Delivered,Boolean,,,Customer Payments,Default Areas
10130,5a381a8f52c57b32c0343469,Customer Payment Application,Customer Payment Application,Identifies the customer payment.  This field allows you to drill into the details of the evaluation and access related actions.,Workday Delivered,Self referencing instance,Customer Payment Application,,Customer Payments,Default Areas
10131,5a381a8f52c57b32c0343469,Customer Payment Application Descriptor,Customer Payment Application Descriptor,"Customer Payment Application Descriptors include Writeoffs, Adjustments, Refunds, as well as Customer Payment Applications themselves for a Customer Payment.",Workday Delivered,Self referencing instance,Customer Payment Application Descriptor,,Customer Payments,Default Areas
10132,5a381a8f52c57b32c0343469,Customer Payment Applications,Customer Payment,"Returns all the Customer Payment Applications for this Customer Payment, regardless of status.",Workday Delivered,Multi-instance,Customer Payment Application,,Customer Payments,Default Areas
10133,5a381a8f52c57b32c0343469,Customer Payment Application Status,Customer Payment,"The status of how much of the Customer Payment has been applied to invoices. For Customer Payments for Invoices, the application status can be Unapplied, Applied with On Account, or Fully Applied. For Cash Sale, this value is always Fully Applied.",Workday Delivered,Single instance,Payment Application Status,,Customer Payments,Default Areas
10134,5a381a8f52c57b32c0343469,Customer Payment as Cash Sale,Reporting Transaction,"Will specifically return Cash Sale Customer Payments, and not additionally return Customer Payments for Invoices.",Workday Delivered,Single instance,Cash Sale,,Customer Payments,Default Areas
10135,5a381a8f52c57b32c0343469,Customer Payment as Customer Payment for Invoices,Customer Payment,"Will specifically return Customer Payments for Invoices, and not additionally return Cash Sale payments.",Workday Delivered,Single instance,Customer Payment for Invoices,,Customer Payments,Default Areas
