recordId,stoylProductRefId,fieldName,businessObjectName,description,fieldSource,fieldType,relatedBusinessObject,defaultPrompts,category,usageType
44,5a381a8f52c57b32c0343469,$,Global,,Calculated - Report Specific,Text,,,Uncategorized,Default Areas
45,5a381a8f52c57b32c0343469,$,Global,,Calculated - Report Specific,Text,,,Uncategorized,Default Areas
46,5a381a8f52c57b32c0343469,$0 USD,Global,,Calculated,Currency,,,Uncategorized,Default Areas
47,5a381a8f52c57b32c0343469,*Recommend Ignoring - No Reports and Tasks + No Report Fields + No Web Services + No Worklets,Domain,,Calculated,Boolean,,,Uncategorized,Default Areas
48,5a381a8f52c57b32c0343469,# Completed Interviews,"Job Applications, Prospects and Referrals",,Calculated - Report Specific,Numeric,,,Uncategorized,Default Areas
49,5a381a8f52c57b32c0343469,# Employees with Completed Mid Year Review,Organization,,Calculated,Numeric,,,Goals and Reviews,Default Areas
50,5a381a8f52c57b32c0343469,# Employees with Mid Year Review Started,Organization,,Calculated,Numeric,,,Goals and Reviews,Default Areas
51,5a381a8f52c57b32c0343469,# Interviewers,"Job Applications, Prospects and Referrals",,Calculated - Report Specific,Numeric,,,Uncategorized,Default Areas
52,5a381a8f52c57b32c0343469,# of Days Position Unfilled,Position - Position Management,,Calculated,Numeric,,,Job & Position,Default Areas
53,5a381a8f52c57b32c0343469,# of Employees,Compensation Supervisory Organization Distribution Aggregation,Number of Employees,Workday Delivered,Numeric,,,Compensation,Drill Down (Internal)
54,5a381a8f52c57b32c0343469,# of Late Check-Ins in Week * one-tenth of an hour (as deduction),Time Week,"Can be used on ""Time Block Create"" calculation for ""Late Time"" as the Calculated Quantity Result.  Calculation multiples the # of late check-ins in a week by 1/10th of an hour to be deducted from total hours worked (handled by payroll)",Calculated,Numeric,,,Time Week,Default Areas
55,5a381a8f52c57b32c0343469,# of Months Position Unfilled,Position - Position Management,,Calculated,Numeric,,,Job & Position,Default Areas
56,5a381a8f52c57b32c0343469,# Projects in Initiative,Initiative,,Calculated,Numeric,,,Project,Default Areas
57,5a381a8f52c57b32c0343469,%,Global,,Calculated - Report Specific,Text,,,Uncategorized,Default Areas
58,5a381a8f52c57b32c0343469,%,Global,,Calculated - Report Specific,Text,,,Uncategorized,Default Areas
59,5a381a8f52c57b32c0343469,% Allocation,Project Resource Plan Detail Abstract,The allocation percentage for the resource plan line.,Workday Delivered,Numeric,,,Project Resources,Default Areas
60,5a381a8f52c57b32c0343469,% Allocation,Project Task Resource,The allocation percentage for the task resource.,Workday Delivered,Numeric,,,Task Resource,Default Areas
61,5a381a8f52c57b32c0343469,% Allocation - Current,Project Resource Plan Line Event,The current allocation percentage for the resource plan line.,Workday Delivered,Numeric,,,Project Resources,Default Areas
62,5a381a8f52c57b32c0343469,% Allocation - Proposed,Project Resource Plan Line Event,The proposed allocation percentage for the resource plan line.,Workday Delivered,Numeric,,,Project Resources,Default Areas
63,5a381a8f52c57b32c0343469,% of Additional Adjustment Pool,Compensation Supervisory Organization Distribution,% of Additional Adjustment Pool,Workday Delivered,Numeric,,,Drill Down Usage (Internal),Default Areas
64,5a381a8f52c57b32c0343469,% of Allowances Pool,Compensation Supervisory Organization Distribution,% of Allowances Pool,Workday Delivered,Numeric,,,Drill Down Usage (Internal),Default Areas
65,5a381a8f52c57b32c0343469,% of Annual Flex Credits Used,Worker,,Calculated,Numeric,,,Uncategorized,Default Areas
66,5a381a8f52c57b32c0343469,% of Bonus Pool,Compensation Supervisory Organization Distribution,% of Bonus Pool,Workday Delivered,Numeric,,,Drill Down Usage (Internal),Default Areas
67,5a381a8f52c57b32c0343469,% of Employees with High Retention Risk Assigned to Project,Project,,Calculated,Numeric,,,Uncategorized,Default Areas
68,5a381a8f52c57b32c0343469,% of Low Performers above Compa-Ratio Percentage (Manager Reports),Organization,,Calculated,Numeric,,,Talent,Default Areas
69,5a381a8f52c57b32c0343469,% of Lump Sum Pool,Compensation Supervisory Organization Distribution,% of Lump Sum Pool,Workday Delivered,Numeric,,,Drill Down Usage (Internal),Default Areas
70,5a381a8f52c57b32c0343469,% of Merit Pool,Compensation Supervisory Organization Distribution,% of Merit Pool,Workday Delivered,Numeric,,,Drill Down Usage (Internal),Drill Down (Internal)
71,5a381a8f52c57b32c0343469,% of Pool Amount Spent,Compensation Supervisory Organization Distribution Aggregation,Total Pool Amount Spent Percent,Workday Delivered,Numeric,,,Compensation,Drill Down (Internal)
72,5a381a8f52c57b32c0343469,% of Pool Distributed,Compensation Review Pool Contribution Distribute Pools by Award Type Derived,The percentage of pools distributed.,Workday Delivered,Numeric,,,Compensation,Drill Down (Internal)
73,5a381a8f52c57b32c0343469,% of Promotion Adjustment  Pool,Compensation Supervisory Organization Distribution,% of Promotion Adjustment Pool,Workday Delivered,Numeric,,,Drill Down Usage (Internal),Default Areas
74,5a381a8f52c57b32c0343469,% of Short Calls,Supervisory Organization,,Custom Field,Numeric,,,Custom Fields,Default Areas
75,5a381a8f52c57b32c0343469,% of Short Calls for Organization,Organization,,Calculated,Numeric,,,Uncategorized,Default Areas
76,5a381a8f52c57b32c0343469,% of Stock Pool Amount Spent,Compensation Supervisory Organization Distribution Aggregation,% of Stock Pool Amount Spent,Workday Delivered,Numeric,,,Compensation,Drill Down (Internal)
77,5a381a8f52c57b32c0343469,% of Stock Pool Units Spent,Compensation Supervisory Organization Distribution Aggregation,% of Stock Pool Units Spent,Workday Delivered,Numeric,,,Compensation,Drill Down (Internal)
78,5a381a8f52c57b32c0343469,% of Stock Pool Units Spent (Combined),Compensation Supervisory Organization Distribution Aggregation,% of Stock Pool Units Spent (Combined),Workday Delivered,Numeric,,,Compensation,Drill Down (Internal)
79,5a381a8f52c57b32c0343469,% of Target,Proration Segment,The percent of the target that was granted to the employee. This is the actual bonus amount divided by the funded prorated target amount. The Compensation Snapshot Date for prorated awards is based on the award type (Bonus or Merit) associated with the compensation review process.,Workday Delivered,Numeric,,,Compensation,Default Areas
80,5a381a8f52c57b32c0343469,% of Target - Formatted,Proration Segment,Do not use. This field is used internally for merit statement printing. Use: % of target.,Workday Delivered,Text,,,Merit Statement,Default Areas
81,5a381a8f52c57b32c0343469,% of Top Performers (Manager Reports),Organization,,Calculated,Numeric,,,Organization,Default Areas
82,5a381a8f52c57b32c0343469,% of Top Performers below Compa-Ratio Percentage (Manager Reports),Organization,,Calculated,Numeric,,,Talent,Default Areas
83,5a381a8f52c57b32c0343469,% Pool Spent,Compensation Review Organization Node Drilldown Derived,Provides the percentage of Pool amount spent for the award type associated with a compensation review.,Workday Delivered,Numeric,,,Drill Down Usage (Internal),Default Areas
84,5a381a8f52c57b32c0343469,% Pool Spent for Data Viz,Compensation Review Pool Spend Data by Award Type Derived,"/** Provides the percentage of Pool amount spent for the Award Type associated with a Compensation Review Process */
Used for Data Viz Drilldown",Workday Delivered,Numeric,,,Uncategorized,Drill Down (Internal)
85,5a381a8f52c57b32c0343469,% Stock Grant  Amount Vested,Employee,,Calculated,Numeric,,,Uncategorized,Default Areas
86,5a381a8f52c57b32c0343469,% Tasks Complete,Action Event,,Calculated,Numeric,,,Uncategorized,Default Areas
87,5a381a8f52c57b32c0343469,% Variance,Supply and Demand Analysis Snapshot,Variance % between projected workers and planned workers.,Workday Delivered,Numeric,,,Workforce Planning,Default Areas
88,5a381a8f52c57b32c0343469,% Variance,Project,,Calculated,Numeric,,,Project,Default Areas
89,5a381a8f52c57b32c0343469,% Variance (Short Term),Supply and Demand Analysis Snapshot,Variance % between projected workers and planned workers.,Workday Delivered,Numeric,,,Workforce Planning,Default Areas
90,5a381a8f52c57b32c0343469,% Variance from 10th Percentile Base Salary - Average,Worker,,Calculated,Numeric,,,Compensation,Default Areas
91,5a381a8f52c57b32c0343469,% Variance from 50th Percentile Base Salary - Average,Worker,,Calculated,Numeric,,,Compensation,Default Areas
92,5a381a8f52c57b32c0343469,% Variance from 90th Percentile Base Salary - Average,Worker,,Calculated,Numeric,,,Compensation,Default Areas
93,5a381a8f52c57b32c0343469,% Worked of Total Estimated Hours on Project,Project,Represents the percent of total estimated hours for the project that have been worked to date. Calculation = (Project Total Hours Worked / Total estimated hours on project),Workday Delivered,Numeric,,,Project,Default Areas
94,5a381a8f52c57b32c0343469,% Workers Below Target,Competency,Calculates the % of workers that are below target for a given competency.,Calculated,Numeric,,,Skills and Experience,Default Areas
95,5a381a8f52c57b32c0343469,<,Global,Returns Left Angle Bracket Character '<',Workday Delivered,Text,,,Uncategorized,Default Areas
96,5a381a8f52c57b32c0343469,>,Global,Returns Right Angle Bracket Character '>',Workday Delivered,Text,,,Uncategorized,Default Areas
97,5a381a8f52c57b32c0343469,|,Global,,Calculated,Text,,,Uncategorized,Default Areas
98,5a381a8f52c57b32c0343469,0,Global,The numeric constant 0,Workday Delivered,Numeric,,,Uncategorized,Default Areas
99,5a381a8f52c57b32c0343469,0.01,Global,,Calculated,Numeric,,,Global,Default Areas
100,5a381a8f52c57b32c0343469,0.07,Global,Returns the Numeric value 0.07,Workday Delivered,Numeric,,,Uncategorized,Default Areas
101,5a381a8f52c57b32c0343469,0.08,Global,Returns the Numeric value 0.08,Workday Delivered,Numeric,,,Uncategorized,Default Areas
102,5a381a8f52c57b32c0343469,0.85,Global,,Calculated,Numeric,,,Uncategorized,Default Areas
103,5a381a8f52c57b32c0343469,0 (Text Constant),Country Region,,Calculated,Text,,,Basic Bio,Default Areas
104,5a381a8f52c57b32c0343469,0%,Global,,Calculated,Text,,,Uncategorized,Default Areas
105,5a381a8f52c57b32c0343469,012 - Social insurance number,T4A,Social insurance number of the worker.,Workday Delivered,Text,,,Year End,Default Areas
106,5a381a8f52c57b32c0343469,016 - Pension or superannuation,T4A,The amount reported on the T4A Form Box 016.,Workday Delivered,Currency,,,Year End,Default Areas
107,5a381a8f52c57b32c0343469,018 - Lump-sum payments,T4A,The amount reported on the T4A Form Box 018.,Workday Delivered,Currency,,,Year End,Default Areas
108,5a381a8f52c57b32c0343469,020 -  Self-employed commissions,T4A,The amount reported on the T4A Form Box 020.,Workday Delivered,Currency,,,Year End,Default Areas
109,5a381a8f52c57b32c0343469,022 - Income tax deducted,T4A,The amount reported on the T4A Form Box 022.,Workday Delivered,Currency,,,Year End,Default Areas
110,5a381a8f52c57b32c0343469,024 - Annuities,T4A,The amount reported on the T4A Form Box 024.,Workday Delivered,Currency,,,Year End,Default Areas
111,5a381a8f52c57b32c0343469,026 - Eligible retiring allowances (for 2009 and prior years only),T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 026 - Eligible retiring allowances (for 2009 and prior years only).",Workday Delivered,Currency,,,Year End,Default Areas
112,5a381a8f52c57b32c0343469,027 - Non-eligible retiring allowances (for 2009 and prior years only),T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 027 - Non-eligible retiring allowances (for 2009 and prior years only).",Workday Delivered,Currency,,,Year End,Default Areas
113,5a381a8f52c57b32c0343469,028 - Other income,T4A Summary DI,Total Amount for all earnings and deductions configured for Other Boxes code 28.,Workday Delivered,Currency,,,Year End,Default Areas
114,5a381a8f52c57b32c0343469,028 - Other income,T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 028 - Other income.",Workday Delivered,Currency,,,Year End,Default Areas
115,5a381a8f52c57b32c0343469,030 - Patronage allocations,T4A Summary DI,Total Amount for all earnings and deductions configured for Other Boxes code 30,Workday Delivered,Currency,,,Year End,Default Areas
116,5a381a8f52c57b32c0343469,030 - Patronage allocations,T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 030 - Patronage allocations.",Workday Delivered,Currency,,,Year End,Default Areas
117,5a381a8f52c57b32c0343469,032 - Registered pension plan contributions (past service),T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 032 - Registered pension plan contributions (past service).",Workday Delivered,Currency,,,Year End,Default Areas
118,5a381a8f52c57b32c0343469,032 - RPP contributions (past service),T4A Summary DI,Total Amount for all earnings and deductions configured for Other Boxes code 32.,Workday Delivered,Currency,,,Year End,Default Areas
119,5a381a8f52c57b32c0343469,034 - Pension adjustment,T4A Summary DI,Total Amount for all earnings and deductions configured for Other Boxes code 34.,Workday Delivered,Currency,,,Year End,Default Areas
120,5a381a8f52c57b32c0343469,034 - Pension adjustment,T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 034 Pension Adjustment",Workday Delivered,Currency,,,Year End,Default Areas
121,5a381a8f52c57b32c0343469,0 - 3 Months,Global,,Calculated,Text,,,Uncategorized,Default Areas
122,5a381a8f52c57b32c0343469,040 - RESP accumulated income payments,T4A Summary DI,Total Amount for all earnings and deductions configured for Other Boxes code 40.,Workday Delivered,Currency,,,Year End,Default Areas
123,5a381a8f52c57b32c0343469,040 - RESP accumulated income payments,T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 040 - RESP accumulated income payments.",Workday Delivered,Currency,,,Year End,Default Areas
124,5a381a8f52c57b32c0343469,042 - RESP educational assistance payments,T4A Summary DI,Total Amount for all earnings and deductions configured for Other Boxes code 42.,Workday Delivered,Currency,,,Year End,Default Areas
125,5a381a8f52c57b32c0343469,042 - RESP educational assistance payments,T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 042 - RESP educational assistance payments.",Workday Delivered,Currency,,,Year End,Default Areas
126,5a381a8f52c57b32c0343469,046 - Charitable donations,T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 046 - Charitable donations.",Workday Delivered,Currency,,,Year End,Default Areas
127,5a381a8f52c57b32c0343469,048 - Fees for services,T4A,The amount reported on the T4A Form Box 048.,Workday Delivered,Currency,,,Year End,Default Areas
128,5a381a8f52c57b32c0343469,061 - Payer's account number,T4A,Payroll account number reported the T4A.,Workday Delivered,Text,,,Year End,Default Areas
129,5a381a8f52c57b32c0343469,1,Global,The numeric constant 1.,Workday Delivered,Numeric,,,Uncategorized,Default Areas
130,5a381a8f52c57b32c0343469,-1,Global,The numeric constant -1,Workday Delivered,Numeric,,,Uncategorized,Default Areas
131,5a381a8f52c57b32c0343469,1.1,Global,,Calculated,Numeric,,,Uncategorized,Default Areas
132,5a381a8f52c57b32c0343469,1.15,Global,,Calculated,Numeric,,,Uncategorized,Default Areas
133,5a381a8f52c57b32c0343469,1.3,Global,,Calculated,Numeric,,,Uncategorized,Default Areas
134,5a381a8f52c57b32c0343469,1.5,Global,,Calculated - Report Specific,Numeric,,,Uncategorized,Default Areas
135,5a381a8f52c57b32c0343469,1.5,Global,Returns constant value of 1.5,Calculated,Numeric,,,Global,Default Areas
136,5a381a8f52c57b32c0343469,1. HMRC Office Number,RTI,1. HMRC Office Number,Workday Delivered,Text,,,Company,Default Areas
137,5a381a8f52c57b32c0343469,1. Nombre - First Name,W-2PR,Worker's first name (and middle name if exists) as reported on W-2PR form.,Workday Delivered,Text,,,Year End,Default Areas
138,5a381a8f52c57b32c0343469,10,Global,The numeric constant 10.,Workday Delivered,Numeric,,,Uncategorized,Default Areas
139,5a381a8f52c57b32c0343469,-10,Global,The numeric constant -10.,Workday Delivered,Numeric,,,Uncategorized,Default Areas
140,5a381a8f52c57b32c0343469,10. Date of Birth,RTI,10. Date of Birth,Workday Delivered,Date,,,Worker,Default Areas
141,5a381a8f52c57b32c0343469,100,Global,,Calculated,Numeric,,,Uncategorized,Default Areas
142,5a381a8f52c57b32c0343469,100% Service Amount,One-Time Payment,"The non-prorated ""100% Service"" amount that is loaded via the Update Bonus Plan Event Payment Detail webservice.  This amount does not have any time-based proration applied.",Workday Delivered,Currency,,,Compensation,Default Areas
143,5a381a8f52c57b32c0343469,1000,Global,,Calculated,Numeric,,,Uncategorized,Default Areas
144,5a381a8f52c57b32c0343469,101 - Other information,T4A Summary DI,Total other information amounts.,Workday Delivered,Currency,,,Year End,Default Areas
145,5a381a8f52c57b32c0343469,102 - Lump-sum payments - non-resident services transferred under paragraph 60(j) (included in box 018),T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 102 - Lump-sum payments - non-resident services transferred under paragraph 60(j) (included in box 018).",Workday Delivered,Currency,,,Year End,Default Areas
146,5a381a8f52c57b32c0343469,1042-S Automatic Federal Withholding on Accounting Date,Supplier Invoice Line Abstract,Withholding for the Supplier Invoice Line where the Withholding Tax Code is mapped to a Federal Tax Authority for a 1042-S Income Code Spend Category Line; otherwise is 0. Returned in the currency of the Company at the line level. Tax Only Invoices are not Included.,Workday Delivered,Currency,,,Amount,Default Areas
147,5a381a8f52c57b32c0343469,1042-S Automatic Federal Withholding on Reporting Date,Supplier Invoice Line Abstract,Withholding for the Supplier Invoice Line where the Withholding Tax Code is mapped to a Federal Tax Authority for a 1042-S Income Code Spend Category Line; otherwise is 0. Returned in the currency of the Company at the line level. Tax Only Invoices are not Included.,Workday Delivered,Currency,,,Amount,Default Areas
148,5a381a8f52c57b32c0343469,1042-S Automatic State Withholding on Accounting Date,Supplier Invoice Line Abstract,Withholding for the Supplier Invoice Line where the Withholding Tax Code is mapped to a State Tax Authority for a 1042-S Income Code Spend Category Line; otherwise is 0. Returned in the currency of the Company at the line level. A state parameter in a calc field will be needed to report on a specific state. Tax Only Invoices are not Included.,Workday Delivered,Currency,,State Withholding,Amount,Default Areas
149,5a381a8f52c57b32c0343469,1042-S Automatic State Withholding on Reporting Date,Supplier Invoice Line Abstract,Withholding for the Supplier Invoice Line where the Withholding Tax Code is mapped to a State Tax Authority for a 1042-S Income Code Spend Category Line; otherwise is 0. Returned in the currency of the Company at the line level. A state parameter in a calc field will be needed to report on a specific state. Tax Only Invoices are not Included.,Workday Delivered,Currency,,State Withholding,Amount,Default Areas
150,5a381a8f52c57b32c0343469,1042-S Federal Withholding on Accounting Date,Supplier Invoice Line Abstract,Extended Amount for the Supplier Invoice Line\Adhoc Payment Line where the spend category for the line maps directly to the Federal Withholding spend category assignment of a 1042-S Income Code; otherwise is 0.  Returned in the currency of the Company at the line level.   The 1042-S Income Code will be the Income Code that was linked with the Spend Category at the time of the Business Process Completion. Tax Only Invoices are not Included.,Workday Delivered,Currency,,,Amount,Default Areas
151,5a381a8f52c57b32c0343469,1042-S Federal Withholding on Reporting Date,Supplier Invoice Line Abstract,Extended Amount for the Supplier Invoice Line\Adhoc Payment Line where the spend category for the line maps directly to the Federal Withholding spend category assignment of a 1042-S Income Code; otherwise is 0.  Returned in the currency of the Company at the line level.  The Income Code will be that which is mapped to the Line's Spend Category at the time the report runs. Tax Only Invoices are not Included.,Workday Delivered,Currency,,,Amount,Default Areas
152,5a381a8f52c57b32c0343469,1042-S Income Code on Accounting Date,Supplier Invoice Line Abstract,The 1042-S Income code that was associated to the Line's Spend Category at the time the Business Processes Completed. Tax Only Invoices are not Included.,Workday Delivered,Single instance,Income Code for 1042-S,,Payee,Default Areas
153,5a381a8f52c57b32c0343469,1042-S Income Code on Reporting Date,Supplier Invoice Line Abstract,The 1042-S Income code associated to the Line's Spend Category. Tax Only Invoices are not Included.,Workday Delivered,Single instance,Income Code for 1042-S,,Payee,Default Areas
154,5a381a8f52c57b32c0343469,1042-S Spend Amount on Accounting Date,Supplier Invoice Line Abstract,Extended Amount for the Supplier Invoice Line\Adhoc Payment Line where the spend category for the line maps directly to 1042-S Income Code; otherwise is 0.  Returned in the currency of the Company at the line level.  The 1042-S Income Code will be the Income Code that was linked with the Spend Category at the time of the Business Process Completion. Tax Only Invoices are not Included.,Workday Delivered,Currency,,,Amount,Default Areas
155,5a381a8f52c57b32c0343469,1042-S Spend Amount on Reporting Date,Supplier Invoice Line Abstract,Extended Amount for the Supplier Invoice Line\Adhoc Payment Line where the spend category for the line maps directly to 1042-S Income Code; otherwise is 0.  Returned in the currency of the Company at the line level.  The Income Code will be that which is mapped to the Line's Spend Category at the time the report runs. Tax Only Invoices are not Included.,Workday Delivered,Currency,,,Amount,Default Areas
156,5a381a8f52c57b32c0343469,1042-S State Withholding on Accounting Date,Supplier Invoice Line Abstract,Extended Amount for the Supplier Invoice Line\Adhoc Payment Line where the spend category for the line maps directly to the Federal Withholding spend category assignment of a 1042-S Income Code; otherwise is 0.  Returned in the currency of the Company at the line level.   The 1042-S Income Code will be the Income Code that was linked with the Spend Category at the time of the Business Process Completion. Tax Only Invoices are not Included.,Workday Delivered,Currency,,,Amount,Default Areas
157,5a381a8f52c57b32c0343469,1042-S State Withholding on Reporting Date,Supplier Invoice Line Abstract,Extended Amount for the Supplier Invoice Line\Adhoc Payment Line where the spend category for the line maps directly to the State Withholding spend category assignment of a 1042-S Income Code; otherwise is 0.  Returned in the currency of the Company at the line level.  The Income Code will be that which is mapped to the Line's Spend Category at the time the report runs. Tax Only Invoices are not Included.,Workday Delivered,Currency,,,Amount,Default Areas
158,5a381a8f52c57b32c0343469,104 - Research grants,T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 104 - Research grants.",Workday Delivered,Currency,,,Year End,Default Areas
159,5a381a8f52c57b32c0343469,105,Global,,Calculated,Numeric,,,Uncategorized,Default Areas
160,5a381a8f52c57b32c0343469,-105,Global,,Calculated,Numeric,,,Uncategorized,Default Areas
161,5a381a8f52c57b32c0343469,"105 - Scholarships, bursaries, fellowships, artists' project grants, and prizes",T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 105 - Scholarships, bursaries, fellowships, artists' project grants, and prizes.",Workday Delivered,Currency,,,Year End,Default Areas
162,5a381a8f52c57b32c0343469,106 - Death benefits,T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 106 - Death benefits.",Workday Delivered,Currency,,,Year End,Default Areas
163,5a381a8f52c57b32c0343469,107 - Payments from a wage-loss replacement plan,T4A,"The amount reported in the T4A box Other Information, Detail Reporting Code 107 - Payments from a wage-loss replacement plan.",Workday Delivered,Currency,,,Year End,Default Areas
