recordId,stoylProductRefId,fieldName,businessObjectName,description,fieldSource,fieldType,relatedBusinessObject,defaultPrompts,category,usageType
20024,5a381a8f52c57b32c0343469,Last Medical Exam Date,Worker,Date of the last medical exam for the worker,Workday Delivered,Date,,,Basic Bio,Default Areas
20025,5a381a8f52c57b32c0343469,Last Medical Exam Date - Current,Personal Information Change Event,Current Medical Exam Date,Workday Delivered,Date,,,Basic Bio,Default Areas
20026,5a381a8f52c57b32c0343469,Last Medical Exam Date - Proposed,Personal Information Change Event,Proposed Medical Exam Date,Workday Delivered,Date,,,Basic Bio,Default Areas
20027,5a381a8f52c57b32c0343469,Last Medical Exam Valid To,Worker,Expiration date of the last medical exam for the worker,Workday Delivered,Date,,,Basic Bio,Default Areas
20028,5a381a8f52c57b32c0343469,Last Modified by,Student Audience,The person that last modified the Student Audience.,Workday Delivered,Single instance,Person,,Basic Bio,Default Areas
20029,5a381a8f52c57b32c0343469,Last Modified by,Student Eligibility Rule,The last user to have modified the Student Eligibility Rule.,Workday Delivered,Single instance,Person,,Academic Foundation,Default Areas
20030,5a381a8f52c57b32c0343469,Last Modified by,Student Hold Assignment,Last user or process that modified the hold,Workday Delivered,Text,,,Workday Account,Default Areas
20031,5a381a8f52c57b32c0343469,Last Modified Date,Student Hold Assignment,Date the Hold was last modified,Workday Delivered,Date,,,Date or Time Period,Default Areas
20032,5a381a8f52c57b32c0343469,Last Modified Date,Course Definition,Returns the Last Modified Date within the Academic Period or Date Range specified,Workday Delivered,Date,,,Student Records,Default Areas
20033,5a381a8f52c57b32c0343469,Last Modified Date & Time,Student Eligibility Rule,The date and time that the Student Eligibility Rule was last modified.,Workday Delivered,Text,,,Date or Time Period,Default Areas
20034,5a381a8f52c57b32c0343469,Last Modified Time,Student Audience,The date and time that the Student Audience was last modified.,Workday Delivered,Text,,,Date or Time Period,Default Areas
20035,5a381a8f52c57b32c0343469,Last Name,Global Name Interface,The person's family name.,Workday Delivered,Text,,,Name,Default Areas
20036,5a381a8f52c57b32c0343469,Last Name,W-2 All,Workers last name as reported in box e.,Workday Delivered,Text,,,W-2,Default Areas
20037,5a381a8f52c57b32c0343469,Last Name,Customer Credit Card Profile,The last name for the credit card profile.,Workday Delivered,Text,,,Name,Default Areas
20038,5a381a8f52c57b32c0343469,Last Name,Service Center Representative,The person's last name.,Workday Delivered,Text,,,Name,Default Areas
20039,5a381a8f52c57b32c0343469,Last Name,Payroll Year End Form for Canada,Worker's last name as reported on the year end form.,Workday Delivered,Text,,,Year End,Default Areas
20040,5a381a8f52c57b32c0343469,Last Name,External or Internal Candidate,The last name of a candidate.,Workday Delivered,Text,,,Recruiting,Default Areas
20041,5a381a8f52c57b32c0343469,Last Name,Student,The Last Name of the Student,Workday Delivered,Text,,,Basic Bio,Default Areas
20042,5a381a8f52c57b32c0343469,Last Name,"Job Applications, Prospects and Referrals",The last name of a candidate.,Workday Delivered,Text,,,Basic Bio,Default Areas
20043,5a381a8f52c57b32c0343469,Last Name,Student Recruitment,The student's last name.,Workday Delivered,Text,,,Basic Bio,Default Areas
20044,5a381a8f52c57b32c0343469,Last Name,ISIR Transaction,The Last Name of the Student on this ISIR Transaction,Workday Delivered,Text,,,Basic Bio,Default Areas
20045,5a381a8f52c57b32c0343469,Last Name,Student Record,The Student's last name.,Workday Delivered,Text,,,Uncategorized,Default Areas
20046,5a381a8f52c57b32c0343469,Last Name,Student Application,The Last Name of the Person linked to the Application,Workday Delivered,Text,,,Student Recruiting and Admissions,Default Areas
20047,5a381a8f52c57b32c0343469,Last Name,Student Prospect Record,The Last Name of the Student Prospect,Workday Delivered,Text,,,Student Recruiting and Admissions,Default Areas
20048,5a381a8f52c57b32c0343469,Last Name,Student Period Record,The student's last name.,Workday Delivered,Text,,,Basic Bio,Default Areas
20049,5a381a8f52c57b32c0343469,Last Name,Student Recruiting Event Registration Record,The Last Name of the Person linked to the Registration Record,Workday Delivered,Text,,,Student Recruiting and Admissions,Default Areas
20050,5a381a8f52c57b32c0343469,Last Name,Student Payment for Charges,Returns the Last Name of the legal name of the Student for this Student Payment for Charges instance.,Workday Delivered,Text,,,Student Financials,Default Areas
20051,5a381a8f52c57b32c0343469,Last Name,W-2GU,Worker's last name as reported in W-2GU Box e.,Workday Delivered,Text,,,Year End,Default Areas
20052,5a381a8f52c57b32c0343469,Last Name,W-2VI,Worker's last name as reported in W-2VI Box e.,Workday Delivered,Text,,,Year End,Default Areas
20053,5a381a8f52c57b32c0343469,Last Name (Derived),Student (Derived),Last Name for derived class and attribute,Workday Delivered,Text,,,Uncategorized,Default Areas
20054,5a381a8f52c57b32c0343469,Last Name (REST),Global Name Interface,The person's family name.,Workday Delivered,Text,,,Name,REST API (internal)
20055,5a381a8f52c57b32c0343469,Last Name (REST),Local Person Name,Returns the local last name.,Workday Delivered,Text,,,Name in Local Script,REST API (internal)
20056,5a381a8f52c57b32c0343469,Last Name (Uppercase),Global Name Interface,Last name from legal name in uppercase.,Workday Delivered,Text,,,Name,Default Areas
20057,5a381a8f52c57b32c0343469,Last Name 2 (REST),Local Person Name,Returns the local last name 2.,Workday Delivered,Text,,,Name in Local Script,REST API (internal)
20058,5a381a8f52c57b32c0343469,Last Name - Current,Name Change Event,Returns the current (old) Last Name for this Name Change Event (Legal or Preferred).,Workday Delivered,Text,,,Name,Default Areas
20059,5a381a8f52c57b32c0343469,Last Name Differs from SS,Payroll Payee W-4,Employee's last name differs from what is on their Social Security Card.,Workday Delivered,Boolean,,,"Payroll

Payroll Interface",Default Areas
20060,5a381a8f52c57b32c0343469,Last Name Last Initial,Worker,,Calculated,Text,,,Uncategorized,Default Areas
20061,5a381a8f52c57b32c0343469,Last Name - Local,Global Name Interface,The person's family name in local script.  Workday only tracks local names for countries where a non-Latin script is commonly used.,Workday Delivered,Text,,,Name in Local Script,Default Areas
20062,5a381a8f52c57b32c0343469,Last Name - Local 2,Global Name Interface,The person's last name in second local script.  Workday only tracks local names for countries where a non-Latin script is commonly used.,Workday Delivered,Text,,,Name in Local Script,Default Areas
20063,5a381a8f52c57b32c0343469,Last name proper case_rm,Worker,,Calculated,Text,,,Uncategorized,Default Areas
20064,5a381a8f52c57b32c0343469,Last Name - Proposed,Name Change Event,Returns the proposed (new) Last Name for this Name Change Event (Legal or Preferred).,Workday Delivered,Text,,,Name,Default Areas
20065,5a381a8f52c57b32c0343469,Last Number of Expense Report Number,Expense Report,,Calculated,Text,,,Expense Report,Default Areas
20066,5a381a8f52c57b32c0343469,Last Number Used,Award Abstract,Last number used for Award Billing Sequence,Workday Delivered,Numeric,,,Award,Default Areas
20067,5a381a8f52c57b32c0343469,Last Out Time for a Schedule Starting on a Calculated Day,Time Day,The last scheduled out for a block that begins on a calculated day. The scheduled out may be on the following calculated day. Ad-hoc scheduling is supported.,Workday Delivered,DateTimeZone,,,Time Day,Default Areas
20068,5a381a8f52c57b32c0343469,Last Payment Date,Supplier,The date of the most recent customer payment,Workday Delivered,Date,,,Date or Time Period,Default Areas
20069,5a381a8f52c57b32c0343469,Last Payment Date,Customer,The date of the most recent customer or sponsor payment.,Workday Delivered,Date,,,Date or Time Period,Default Areas
20070,5a381a8f52c57b32c0343469,Last Payment Date,Period Activity Assignment,The last payment date of any payment for this period activity assignment,Workday Delivered,Date,,,Period Activity Pay,Default Areas
20071,5a381a8f52c57b32c0343469,Last Pay Result with a Loan Payment,Worker,The last payroll result for the worker that includes a loan payment.,Calculated,Single instance,Payroll Result,,Payroll,Default Areas
20072,5a381a8f52c57b32c0343469,Last Payroll Result (Completed) with Gross Up Earning,Worker,The last completed payroll result that contains gross up earnings.,Calculated,Single instance,Payroll Result,,Payroll,Default Areas
20073,5a381a8f52c57b32c0343469,Last Payroll Result with Retro,Worker,The last payroll result (in progress or completed) for the worker that contains retro processing data.,Calculated,Single instance,Payroll Result,,Payroll,Default Areas
20074,5a381a8f52c57b32c0343469,Last Period Completed,Pay Group Detail,"The prior period processed including period begin date, period end date and frequency.",Workday Delivered,Single instance,Period,,Payroll,Default Areas
20075,5a381a8f52c57b32c0343469,Last Period Completed for Regular Run Category,Pay Group,,Calculated,Single instance,Period,,Payroll,Default Areas
20076,5a381a8f52c57b32c0343469,Last Position Change Effective Date,Employee,,Calculated,Date,,,Uncategorized,Default Areas
20077,5a381a8f52c57b32c0343469,Last Processed,Allocation,Indicates the last time the allocation was processed or run,Workday Delivered,Date,,,Date or Time Period,Default Areas
20078,5a381a8f52c57b32c0343469,Last Promotion Date,Worker,Returns most recent promotion event for worker's primary job.,Workday Delivered,Date,,,Job & Position,Default Areas
20079,5a381a8f52c57b32c0343469,Last Proposed Bonus Amount,Compensation Review Bonus Payment,The last proposed bonus amount given to an employee.,Workday Delivered,Currency,,,Compensation,Default Areas
20080,5a381a8f52c57b32c0343469,Last Proposed Bonus Factor Percent,Compensation Review Bonus Payment,The last proposed factor to be applied to the calculated discretionary bonus target as an award to the employee.,Workday Delivered,Numeric,,,Compensation,Default Areas
20081,5a381a8f52c57b32c0343469,Last Proposed By,Stock Plan Award,The person who last made the change to the employee's stock award.,Workday Delivered,Single instance,Worker,,Compensation,Default Areas
20082,5a381a8f52c57b32c0343469,Last Proposed By,Compensation Review Bonus Payment,The person who last made the change to the employee's bonus payment.,Workday Delivered,Single instance,Worker,,Compensation,Default Areas
20083,5a381a8f52c57b32c0343469,Last Proposed Merit Amount,Adjustment For,The last proposed merit increase amount given to this employee.,Workday Delivered,Currency,,,Compensation,Default Areas
20084,5a381a8f52c57b32c0343469,Last Proposed Merit Factor,Adjustment For,The last proposed factor to be applied to the calculated merit target as an award to the employee.,Workday Delivered,Numeric,,,Compensation,Default Areas
20085,5a381a8f52c57b32c0343469,Last Proposed On,Stock Plan Award,The date and time of the last change made.,Workday Delivered,Date,,,Compensation,Default Areas
20086,5a381a8f52c57b32c0343469,Last Proposed On,Compensation Review Bonus Payment,The date and time of the last change made.,Workday Delivered,Date,,,Compensation,Default Areas
20087,5a381a8f52c57b32c0343469,Last Proposed Stock Amount,Stock Plan Award,The last proposed stock amount given to an employee.,Workday Delivered,Currency,,,Compensation,Default Areas
20088,5a381a8f52c57b32c0343469,Last Proposed Stock Factor Percent,Stock Plan Award,The last proposed factor to be applied to the stock target as an award to the employee.,Workday Delivered,Numeric,,,Compensation,Default Areas
20089,5a381a8f52c57b32c0343469,Last Proposed Stock Units,Stock Plan Award,The last proposed stock units given to an employee.,Workday Delivered,Numeric,,,Compensation,Default Areas
20090,5a381a8f52c57b32c0343469,Last Purchase Order Date,Supplier,The date of the most recent Purchase Order for the Supplier.  Denied or Canceled Purchase Orders are not included.,Workday Delivered,Date,,,Date or Time Period,Default Areas
20091,5a381a8f52c57b32c0343469,Last Quarterly FLSA One-Time Payment - Weekly Amount Split,Worker,,Calculated,Numeric,,,Uncategorized,Default Areas
20092,5a381a8f52c57b32c0343469,Last Recruiting Stage,"Job Applications, Prospects and Referrals",Retrieves the last recruiting stage the candidate was in before they were rejected/declined for this recruiting process.,Workday Delivered,Single instance,Recruiting Stage (Workday Owned),,Recruiting,Default Areas
20093,5a381a8f52c57b32c0343469,Last Recruiting Status,Pre-Hire Qualification,The status from the latest job consideration for the pre-hire.,Workday Delivered,Single instance,Pre-Hire Status,,Pre-Hire,Default Areas
20094,5a381a8f52c57b32c0343469,Last Recruiting Status - Comment,Pre-Hire Qualification,The comment from the last recruiting status that was entered for a pre-hire.,Workday Delivered,Text,,,Pre-Hire,Default Areas
20095,5a381a8f52c57b32c0343469,Last Recruiting Status - Date,Pre-Hire Qualification,The date the last recruiting status was entered for a pre-hire.,Workday Delivered,Date,,,Pre-Hire,Default Areas
20096,5a381a8f52c57b32c0343469,Last Recruiting Status - Entered By,Pre-Hire Qualification,The person that entered the last recruiting status for a pre-hire.,Workday Delivered,Single instance,Worker,,Pre-Hire,Default Areas
20097,5a381a8f52c57b32c0343469,"Last Reported ""out"" Time for a Day",Time Day,"Last ""out"" time for the day.",Workday Delivered,DateTimeZone,,,Time Day,Default Areas
20098,5a381a8f52c57b32c0343469,"Last Reported ""out"" Time for a Day - No Time Zone",Time Day,"Last ""out"" time for the day. No time zone information included.",Workday Delivered,Date,,,Time Day,Default Areas
20099,5a381a8f52c57b32c0343469,"Last Reported ""out"" Time for a Day with seconds - No Time Zone",Time Day,"Last ""out"" time for the day. No time zone information included.",Workday Delivered,Date,,,Time Day,Default Areas
20100,5a381a8f52c57b32c0343469,"Last Reported ""Out"" Time for Previous Day",Time Day,,Calculated,DateTimeZone,,,"Time

Time Day

Time Entry",Default Areas
20101,5a381a8f52c57b32c0343469,Last reported out time for a shift,Time Shift,"Last ""out"" time for the shift",Workday Delivered,DateTimeZone,,,Time Shift,Default Areas
20102,5a381a8f52c57b32c0343469,Last reported out time for a shift - No Time Zone,Time Shift,"Last ""out"" time for the shift. No time zone information included.",Workday Delivered,Date,,,Time Shift,Default Areas
20103,5a381a8f52c57b32c0343469,Last reported out time for a shift with seconds - No Time Zone,Time Shift,"Last ""out"" time for the shift. No time zone information included.",Workday Delivered,Date,,,Time Shift,Default Areas
20104,5a381a8f52c57b32c0343469,Last Retro Processed On,Payroll Retro Worker Data,Last Retro Processed on from Payroll Retro Worker Data,Workday Delivered,Date,,,Payroll,Default Areas
20105,5a381a8f52c57b32c0343469,Last Retro Target Result,Worker,The latest retro target payroll result (in progress or completed) for the worker.,Calculated,Single instance,Payroll Retro Worker Result,,Payroll,Default Areas
20106,5a381a8f52c57b32c0343469,Last Review - Manager,Worker,The manager for the last completed employee review.,Workday Delivered,Single instance,Worker,,Goals and Reviews,Default Areas
20107,5a381a8f52c57b32c0343469,Last Review - Organization,Worker,The supervisory organization for the last completed employee review.,Workday Delivered,Single instance,Organization,,Goals and Reviews,Default Areas
20108,5a381a8f52c57b32c0343469,Last Review - Overall Calculated Decimal Rating,Worker,The overall system calculated rating for the last completed employee review. The overall calculated rating comes from the overall section in the manager's evaluation and is based on what the processing user has access to see on the review. This field has a precision of two decimal places.,Workday Delivered,Numeric,,,Goals and Reviews,Default Areas
20109,5a381a8f52c57b32c0343469,Last Review - Overall Rating,Worker,The overall rating for the last completed employee review.  The overall rating comes from the overall section in the manager's evaluation.,Workday Delivered,Single instance,Review Rating,,Goals and Reviews,Default Areas
20110,5a381a8f52c57b32c0343469,Last Review - Overall Rating,Employee,,Calculated,Numeric,,,Uncategorized,Default Areas
20111,5a381a8f52c57b32c0343469,Last Review - Overall Rating (Compensation),Compensation Rule Targetable,The overall rating for the last completed employee review.  The overall rating comes from the overall section in the manager's evaluation.,Workday Delivered,Single instance,Review Rating,,"Compensation Eligibility

Goals and Reviews",Compensation Eligibility
20112,5a381a8f52c57b32c0343469,Last Review - Period Begin Date,Worker,The period begin date for the last completed employee review.,Workday Delivered,Date,,,Goals and Reviews,Default Areas
20113,5a381a8f52c57b32c0343469,Last Review - Period Begin Date,Succession Plan Candidate,The period begin date for the last completed performance review.,Workday Delivered,Date,,,Goals and Reviews,Default Areas
20114,5a381a8f52c57b32c0343469,Last Review - Period End Date,Worker,The period end date for the last completed employee review.,Workday Delivered,Date,,,Goals and Reviews,Default Areas
20115,5a381a8f52c57b32c0343469,Last Review - Period End Date,Succession Plan Candidate,The period end date for the last completed performance review.,Workday Delivered,Date,,,Goals and Reviews,Default Areas
20116,5a381a8f52c57b32c0343469,Last Run By,Report Definition,Contains the user who last ran the report either interactively or in the background. This includes worklet executions,Workday Delivered,Single instance,Workday Account,,Report Writer,Default Areas
20117,5a381a8f52c57b32c0343469,Last Run Date,Report Definition,Contains the date the report was last run either interactively or in the background. This includes worklet executions.,Workday Delivered,Date,,,Report Writer,Default Areas
20118,5a381a8f52c57b32c0343469,Last Salary Band Is Over,Benefit Banded Rate,The chosen minimum salary for the last salary band. Note that the actual minimum salary may be different if the last salary band was edited after it was created.,Workday Delivered,Currency,,,Benefits,Default Areas
20119,5a381a8f52c57b32c0343469,"Last Scheduled ""Out"" Time for a Calculated Day",Time Day,"The last scheduled ""out"" time for a calculated day.",Workday Delivered,DateTimeZone,,,Time Day,Default Areas
20120,5a381a8f52c57b32c0343469,"Last Scheduled ""out"" Time for a Day (Old Version)",Time Day,"Last scheduled ""out"" time for the day. Scheduled hours per the Worker's Work Calendar.",Workday Delivered,DateTimeZone,,,Time Day,Default Areas
20121,5a381a8f52c57b32c0343469,"Last Scheduled ""out"" Time for a Day - No Time Zone (Old Version)",Time Day,"Last scheduled ""out"" time for the day. Scheduled hours per the Worker's Work Calendar. No time zone included. This field will be deprecated, instead use field ""Last Scheduled ""out"" Time for a Day "".",Workday Delivered,Date,,,Time Day,Default Areas
20122,5a381a8f52c57b32c0343469,Last Scheduled Out with time zone,Time Day,,Calculated,DateTimeZone,,,Uncategorized,Default Areas
20123,5a381a8f52c57b32c0343469,Last School Attended,External or Internal Candidate,The most recent school of the candidate or blank if not recognized in the Schools table.,Workday Delivered,Single instance,School,,Resume,Default Areas
20124,5a381a8f52c57b32c0343469,Last School Attended,"Job Applications, Prospects and Referrals","The most recent school entered in the candidate's most recent job application that are tracked, or blank if not recognized, in the Schools table.",Workday Delivered,Single instance,School,,Resume,Default Areas
20125,5a381a8f52c57b32c0343469,Last School Attended as Text,"Job Applications, Prospects and Referrals",The most recent school (both unrecognized or recognized in the Schools table) entered in the candidate's most recent job application.,Workday Delivered,Text,,,Resume,Default Areas
20126,5a381a8f52c57b32c0343469,Last School Attended as Text,External or Internal Candidate,The most recent school of the candidate (both unrecognized or recognized in the Schools table),Workday Delivered,Text,,,Resume,Default Areas
20127,5a381a8f52c57b32c0343469,Last Settlement Date,SEPA Mandate,The date for the last settlement processed against the mandate.,Workday Delivered,Date,,,SEPA Mandate,Default Areas
20128,5a381a8f52c57b32c0343469,Last Signon Time,Workday Account,Returns the most recent signon time for the processing person,Workday Delivered,Date,,,Uncategorized,REST API (internal)
20129,5a381a8f52c57b32c0343469,Last Stock,Supervisory Organization,,Calculated,Single instance,Custom Object Data,,Uncategorized,Default Areas
20130,5a381a8f52c57b32c0343469,Last Stock Close Date,Supervisory Organization,,Calculated,Date,,,Uncategorized,Default Areas
20131,5a381a8f52c57b32c0343469,Last Stock Close Date,Worker,,Calculated,Date,,,Uncategorized,Default Areas
20132,5a381a8f52c57b32c0343469,Last Stock Close Date for Top Level Manager,Worker,,Calculated,Date,,,Uncategorized,Default Areas
20133,5a381a8f52c57b32c0343469,Last Stock Close Date for Top Level Manager,Stock Grant,,Calculated,Date,,,Uncategorized,Default Areas
20134,5a381a8f52c57b32c0343469,Last Stock Close Date for Worker,Stock Grant,,Calculated,Date,,,Uncategorized,Default Areas
20135,5a381a8f52c57b32c0343469,Last Stock Close Date for Worker,Worker,,Calculated,Date,,,Uncategorized,Default Areas
20136,5a381a8f52c57b32c0343469,Last Stock Close Price,Supervisory Organization,,Calculated,Currency,,,Uncategorized,Default Areas
20137,5a381a8f52c57b32c0343469,Last Superior for Inactive Org,Organization,Last superior of an org that is currently inactive with no superior. This value will be empty for orgs that are active or have a superior.,Workday Delivered,Single instance,Hierarchic,,Organization,Default Areas
20138,5a381a8f52c57b32c0343469,Last Termination Date,Former Worker,The date the former worker was last terminated.,Workday Delivered,Date,,,Former Worker,Default Areas
20139,5a381a8f52c57b32c0343469,Last Termination Date,Worker,,Calculated,Date,,,Staffing History,Default Areas
20140,5a381a8f52c57b32c0343469,Last Termination Reason,Worker,,Calculated,Single instance,Termination Subcategory,,Staffing History,Default Areas
20141,5a381a8f52c57b32c0343469,Last Update By,Student Application,The name of the person who last updated the Application details,Workday Delivered,Text,,,Student Recruiting and Admissions,Default Areas
20142,5a381a8f52c57b32c0343469,Last Updated,Worker Tax Election,Date this withholding election was created,Workday Delivered,Date,,,"Payroll

Payroll Interface",Default Areas
20143,5a381a8f52c57b32c0343469,Last Updated,Bank Statement,The last updated date and time for the bank statement.,Workday Delivered,Date,,,Date or Time Period,Default Areas
20144,5a381a8f52c57b32c0343469,Last Updated,Job Profile,The moment of the last update to the Job Profile.,Workday Delivered,Date,,,Job & Position,Default Areas
20145,5a381a8f52c57b32c0343469,Last Updated,Custom Report,Returns the date/time that the report definition was last edited,Workday Delivered,Date,,,Report Writer,Default Areas
20146,5a381a8f52c57b32c0343469,Last Updated,Billable Transaction,Date the transaction was last updated.,Workday Delivered,Date,,,Date or Time Period,Default Areas
20147,5a381a8f52c57b32c0343469,Last Updated,Employee Potential Assessment,"Returns the date the potential assessment was completed.  If the potential assessment is not completed, then it returns the date the potential assessment was last updated.",Workday Delivered,Date,,,Talent,Default Areas
20148,5a381a8f52c57b32c0343469,Last Updated,Relocation Preferences,The date the information was last updated.,Workday Delivered,Date,,,Career Development,Default Areas
20149,5a381a8f52c57b32c0343469,Last Updated,Note,The date and time this Note was last updated.,Workday Delivered,Date,,,Uncategorized,Default Areas
20150,5a381a8f52c57b32c0343469,Last Updated,Travel Preferences,The date the information was last updated.,Workday Delivered,Date,,,Career Development,Default Areas
20151,5a381a8f52c57b32c0343469,Last Updated,Idea,Date Idea was last updated.,Workday Delivered,Date,,,Date or Time Period,Default Areas
20152,5a381a8f52c57b32c0343469,Last Updated,Involved Party,Returns the last update date of the safety incident associated with with the Involved Party.,Workday Delivered,Date,,,Safety Incident Tracking,Default Areas
20153,5a381a8f52c57b32c0343469,Last Updated,Input Line,Last Update Moment,Workday Delivered,Date,,,Payroll,Data Source Filter (Internal)
20154,5a381a8f52c57b32c0343469,Last Updated,Payroll Payee Ongoing Jurisdiction Splits,Date this withholding election was created,Workday Delivered,Date,,,"Payroll

Payroll Interface",Default Areas
20155,5a381a8f52c57b32c0343469,Last Updated,Payroll Input,The date and time the input was last updated,Workday Delivered,Date,,,Payroll,Default Areas
20156,5a381a8f52c57b32c0343469,Last Updated,Analytic Metric Values,The date/time that the metric data was last updated regardless of reason.,Workday Delivered,Date,,,Metrics,Default Areas
20157,5a381a8f52c57b32c0343469,Last Updated,Compensation Review Award,"Date the Compensation Review Award business object was last updated. This field will reflect any update made to the business object. For example, an update is made when an employee is removed or added to the process or when a change is made by coordination of event.",Workday Delivered,Date,,,Compensation,Default Areas
20158,5a381a8f52c57b32c0343469,Last Updated,Adjustment For,"Date the Adjustment For business object was last updated. This field will reflect any update made to the business object. For example, an update is made when an employee is removed or added to the process or when a change is made by coordination of events.",Workday Delivered,Date,,,Compensation,Default Areas
20159,5a381a8f52c57b32c0343469,Last Updated,Stock Plan Award,"Date the Stock Plan Award business object was last updated. This field will reflect any update made to the business object. For example, an update is made when an employee is removed or added to the process or when a change is made by coordination of events.",Workday Delivered,Date,,,Compensation,Default Areas
20160,5a381a8f52c57b32c0343469,Last Updated,Student Application,The date when the Application details were last updated,Workday Delivered,Date,,,Student Recruiting and Admissions,Default Areas
20161,5a381a8f52c57b32c0343469,Last Updated,Student External Transcript,The Date the Transcript was last updated.,Workday Delivered,Date,,,Recruiting,Default Areas
20162,5a381a8f52c57b32c0343469,Last Updated,Fiscal Limit Item,The time at which this Fiscal Limit Item was last updated,Workday Delivered,Date,,,Financial Aid,Default Areas
20163,5a381a8f52c57b32c0343469,Last Updated,Ledger Account Summary History,Last Updated Date,Workday Delivered,Date,,,Uncategorized,Default Areas
20164,5a381a8f52c57b32c0343469,Last Updated,Intraday Bank Statement,The date and time when the intraday bank statement was last updated.,Workday Delivered,Date,,,Date or Time Period,Default Areas
20165,5a381a8f52c57b32c0343469,Last Updated,Absence Input,The date the adjustment or override was last updated.,Workday Delivered,Date,,,Time Off,Default Areas
20166,5a381a8f52c57b32c0343469,Last Updated,Reporting Recon Item,Last Updated date and time,Workday Delivered,Date,,,Date or Time Period,Default Areas
20167,5a381a8f52c57b32c0343469,Last Updated (Date),Succession Plan,The date the succession plan was last updated.,Workday Delivered,Date,,,Succession,Default Areas
20168,5a381a8f52c57b32c0343469,Last Updated (Text),Succession Plan,The date as text that the succession plan was last updated.,Workday Delivered,Text,,,Succession,Default Areas
20169,5a381a8f52c57b32c0343469,Last Update Date,NSLDS Grant,NSLDS Grant Last Update Date,Workday Delivered,Date,,,Financial Aid,Default Areas
